,stars,rating,text
13,1,Negative,"my review is based on my experience with the management, not the food. the food is just ok, nothing to write home about. secret pizza at cosmo is better.

the manager on duty failed to do his duties when i requested him to call security to come assist me when i was being harassed by a drunk belligerent man while in line. i felt unsafe and wanted security to come but the manager never called them. he in fact lied to me saying that they were too busy to assist me. i spoke to security later on that night and they told me they never received a call. 

shame on you manager on duty sunday 1:30am for lying about calling security."
14,2,Negative,"honestly? it tasted weird. i was visiting extended family and we bought two pizzas--1/2 veggie/meat and one cheese. the sauce was too sweet and the veggies were not at all what i expected. now, mineo's...better pizza."
15,1,Negative,"california pizza kitchen has always been one of those places that everyone can agree on. the menu is big enough where there is something for everyone and usually everyone walks away happy. lately though, the quality of the food as gone way down. 

before i went vegetarian i used to always get the chicken waldorf salad and it was always so good. i love the blue cheese and the candied walnuts. they were addicting. since i've become vegetarian i settled on the hummus appetizer, grilled vegetable salad, and the wild mushroom pizza. recently though, they have completed revamped the menu, adding new items, taking old favorites off. for some places, menu changes mean new and exciting food opportunities and makes the visit to that place even better. not for cpk. 

recently, since beginning to use yelp, i have wanted to try new places and veer away from old favorites or places that i am used to. however, i tend to have friends and family members who are food-borists... ya i just invented a new word. a food-borist is someone who never wants to try anything new, and will eat at the same place and order the same exact thing all of the time. my friends are this way. it never fails. any time one of them has a birthday i get an invitation to eat at cpk and every time i groan. even before i swore off cpk forever, i was getting extremely tired of it. the second to the last time i went was for my birthday with some friends. i ordered the new roasted vegetable salad and a cup of the vegetarian tortilla soup. i used to love the grilled vegetable salad and was pissed when they replaced it on the menu with roasted vegetable salad. not good. i struggled through it because my friends paid for my dinner and i didn't want to waste their money. but it was gross, and i vowed never to order it again. the soup was good though. the last time i went was with my sister, husband and niece. this time i ordered the new caramelized peach salad. on the menu, most of the new items sound really good. its just the execution of them that fails cpk. the peach salad was gross. the peaches were canned and then warmed, and i also saw no caramelization whatsoever. the combination of the peaches with the gorgonzola (my favorite cheese of all time) was so unappetizing. i didn't even get through half of the salad before i said forget it. my husband ordered the garlic cream fettuccine and added sauteed mushrooms and was upset by this as well. the portion size was really small and it was extremely salty. my sister ordered the barbecue cobb salad which was almost entirely jicama. she barely ate half as well because it was just a giant jicama salad! they skimped on all of the other items in the salad and just pretty much covered some jicama in barbecue dressing. 

the pricing at cpk has also become outrageous. it was almost $13 for my salad. for a salad! does anyone else find that wrong? considering the ingredients, my salad should have cost $7, tops! pasta is expensive, pizzas were generally reasonable for awhile but those prices have been raised as well. for such a casual dining place the prices are just exorbitant. the service also sucks. our waitress probably spent two minutes total the entire meal at our table. no refilled waters, no how is everything. she was just rushing around everyone else's table except ours. 

so we all have made a vow never to return to any cpk. especially the one in the chandler fashion center. before i went vegetarian, i got a lovely surprise one morning after eating here and was graced with food poisoning for two days. that was a great experience."
16,1,Negative,first off i called and the guy barley spoke any english then i had ordered a pizza and had decided to cancel so 2 minutes later i called and canceled but they still charged my credit card so i called and ask for a refund and they pretty much told me too bad so beware of this and i would suggest romas pizza very good and family owned
17,2,Negative,second time in and again i wait for a ready now plain ole cheese pizza!   i need to learn to go to another store that may be ready to care for customers!
18,1,Negative,"ordered delivery for me and the kids. two hours later, our meal arrived. i called to inquire after about an hour. was told that the delivery was on the way. minutes later received a call that it was being fired and would be delivered soon. do you think it was on the house? nope. just got a piece of cheesecake and  20% coupon. not good enough. 
now, let's talk food. the meatball ""panini"" was a piece of french bread with a bland/acidic sauce. the meatballs were overcooked and dry. not a pleasant experience. the pizza sauce was also watery and bland. you'd think that a place called ""sauce"" would have figured it out by now. not so."
19,1,Negative,"if i could give this 0 stars i would.
delivery took an hour. pizza arrived cold and not prepared as ordered. sausage is completely unseasoned pork topping.  gross is the only word i can think of to describe this pizza. save your money. you'll get better pizza from the frozen food aisle at giant eagle."
20,2,Negative,"my order got here earlier than expected but the toppings, cheese and sauce is all over the box. now the crust is soggy. i hate being that person but now i have to call for a new pizza."
21,1,Negative,"the service is slow and not very friendly and the pizza tastes store bought. i've tried to eat here several times with friends. 
but it just doesn't seem to do anything for me. 
there's a jack in the box across the parking lot with hot food and friendly service."
22,1,Negative,"this place sucks! the guy was very nice on the phone taking my order, but then 30 min later, i receive some call from gary saying that they do not deliver to me. thanks for letting me know when i placed my order and gave you my cc# already!!
i don't know how the pizza is yet, from other location, because it has yet to arrive. 
waste of time"
23,1,Negative,"horrible food don't waste your money

this is the worse cardboard covered cheese & sauce so called pizza i've ever had, i haven't had this garbage since grade school cafeteria food, most of the reviews on here rant about what a great place this is how much fun you'll have there. idk where that place is cuz the one i wan in today in east liberty by the home depot was getto beyond belief the food is bad & the people aren't nice & friendly.

loudness is an issue there when the lottery area has a sign saying because of back round noise your number may be wrong. not one person there had decent customer service skills i had to ask the girl 3 times to speak up and i have excellent hearing. i ordered a small pizza i got a medium that was greasy on top but the crust was stale. 

i looked forward to getting some great pizza man this place really disappointed me today."
24,2,Negative,"ok for $5 - 6  but not good pizza, no  flavor,  good for young children or anyone else who likes bland pizza!  if they want to charge extra for thin crust they should put it in writing! i would rather give my $5.00 to little cesar's!"
25,2,Negative,"i used to like the pizza from here. last time i ordered it was still doughy and i had to cook longer. today it was ice cold. not even lukewarm. my kid was screaming for pizza so i didn't send it back. but, i won't ever order from here again. $31 plus tip for a cold pizza and cold soup. there was a piece of ""garlic bred"". it was half a sub roll uncooked with some garlic butter on it. yum. should have had a can of progresso and a frozen pizza and saved $25. wait, i could have saved $35. i tipped $10. i figure a poor kid driving his own car deserves a decent tip. i called to let them know and she said sorry we can replace the pizza. my kid ate the cold thing anyway. and who wants to wait another hour for the replacement? blah. next time i'll drive my lazy self over to bonnanos and pick up a pizza myself."
26,2,Negative,"i really enjoy the food, can't say the same about their service. i waited an hour and 20 minutes for two pizzas and when they finally arrived they were incredibly cold! not a happy customer."
27,1,Negative,absolutely avoid this place it's a last resort for me and even then i regret it. undercooked pizza sparse toppings and the rudest employee ever. they need to just shut this place down i've given them so many second chances and will never do it again. when you complain to corporate they send a free pizza for the same location -- how dumb!!! i hope they shut down and something decent fills this prime spot.
28,2,Negative,"waiter was over the top cheesy.  talked too much.  a bit obnoxious.
no gluten-free options for pizza or pasta (ferro's on st. clair offers gluten-free options that are amazing - go there instead if you eat gluten-free).
one of the specials had risotto as a side so i asked if i could just have a small bowl of the risotto as my main and the waiter said no - didn't even go check with the kitchen - flat out no.  treated me like i was asking them to make risotto from scratch.
so i ordered a steak instead which was good but if i wanted steak would have gone to the keg in the first place.
marcello's is clearly stuck in the past....no variety for those with dietary restrictions."
29,1,Negative,"my wife and i visited east west pizza because we purchased a restaurant.com gift certificate for $2 and we've been questing to find decent pizza in the area.

our meal here was mediocre. we were pleased by the option to have the crust well done (my wife had hers done this way, while i stuck with the regular crust), but the taste was just bland and uninteresting -- totally lacking in the sort of flavour punch that makes a really good pizza.

i wasn't going to bother writing a review of the place as pizza is a pretty subjective area, however several months ago i received a spam email from east west -- i must have filled out some comment card or something so, i emailed them and asked them nicely to remove me from their list. they replied, very apologetic, and promised to do so. 

for the next several months, despite this guarantee, i continued to receive spam in my email from east west. i emailed them again, this time asking more forcefully to be removed from their list and received no reply - just more spam over the next month or two. tonight i emailed centurylink, their email host, and reported them for spamming.

east west pizza - two stars for mediocre pizza that i never feel the need to taste again, minus one star for being spammers."
30,1,Negative,"my fiance ordered from here recently. after waiting almost 2 hours for our pizza to arrive, we called and asked what was going on, they said it would be there soon. ten to fifteen minutes later it shows up and the driver informed us that they forgot to make the pizza. any to top it all off we received some cardboard with a thousand dried up pepperoni slices on it. wouldn't recommend"
31,2,Negative,"i'm just in the area for the day... showing some houses to some buyer clients and needed a place to stop for lunch between appointments. i ate too much. this brother's is not as good as a similar place on peoria... but it was decent. i would eat here again if driving by and in the mood for pizza. my pepsi tasted fine. the girl who took my order was happy & pleasant. i got my soda topped off before i left and i got two sides of ranch at no charge... the only thing i was out off by was that i'm glad i didn't have to pay for the ranch because they were both half full which is why i needed two. if i had paid for them, i would have said something. i'm full, happy and ready for a nap... oh! need to show houses... 

i ordered the two slices of cheese and a pepsi and my total was $4.38

um i went to the bathroom before leaving,.. the door didn't lock and toilet sprayed water (yes toilet water) at me and did not flush properly... hopefully they get that fixed!"
32,2,Negative,"2 stars

the pizza is ridiculously overpriced, $17 for an 11-inch pizza?

our server was a little aggressive, he even complained about his other customers to us.  who knew what he was saying about us?   he also must have thought we were stupid because he kept explaining the difference between sausage  and pepperoni?  really?

the server really ruined this meal for us, he even tried some adult humor with the serving of the beer.  i'll leave it at that.  so the food never had a chance, we just wanted to leave.

if you eat here...take your time, the pizza comes out real fast.

being from new jersey, we know and appreciate good pizza...this was mediocre at best.

we won't be returning."
33,1,Negative,i called in for delivery and waited an hour for them to deliver my pizza which yes they might have been busy i understand but when they drop it off i didn't take a look at the pizza because i was working and put it in the back in the break room as soon as i went to go get a slice the entire pizza was burned and it looked old. i waited an hour at least you guys should have made sure my pizza was not burn and at least somewhat fresh. it's so mess up. they wouldn't even give my money back.
34,1,Negative,i do not recommend going to this location what so ever. please drive a little out of your way and avoid this location. absolutely nothing hot n ready. while waiting 20 minutes for two pizzas one pep bestest the other a cheese bestest one would think the pizzas would be hot but they were room temp with no pizza sauce and hardly any cheese. please do not waste your money and time here. i grew up with little caesars and have been to many in different states over the past 15 years and i have never had such a bad experience food wise i have never left a little caesars pizza and thought i was ripped off but this location had me felling like i was ripped off which i was and you will be too. please go to any other location do not waste your time or money at this location.
35,2,Negative,"this place is hit or miss depending on who's working, and tonight was a miss.  pizza nova is by far the best chain pizza store, and they're usually pretty consistent, but this place is the worst one i've ever frequented.  the pizza tonight tasted almost like nothing.  not sure why the couple who own the place refuse to put more than an ounce of sauce on the pizza, but that's what you basically get from them.  you dont even taste the sauce, that's how little they put.  the lack of sauce throws off the whole balance of what a pizza is, so all you taste is dough, cheese, and toppings.  it's more like a sandwich with no condiments than a pizza.  we didn't even bother finishing the whole thing, which is unheard of in our household, that's how bland it was.  if there was a better option in the area i wouldn't bother with this place, sadly there isn't."
36,1,Negative,really bad experience here. went in at 6pm for a drink and asked about dueling pianos. they start @ 8pm. ok. we had two drinks and were hungry. asked if we could get pizza from across the way and bring in. yes that was fine. get your hand stamped so u can come back in. we got pizza (worst ever) and were then told we could not bring it in. had to sit outside and they were closing the bar for half an hour while they set up. ate and then got in line to go back in. no charge since we had our hand stamped. tried to fit at a table and were told no we had to stand. the tables were reserved!  nowhere did it state that we needed a reservation nor did the bartender tell us that. total bullshit way to treat customers who spent $50 on two drinks each!  extremely disappointed. sucks
37,1,Negative,"ordered from caliente on a weeknight, and it took an hour and a half to get the pizza.  when we finally got the pizza it was cold.  i was hopeful that after waiting so long the pizza would be worth the wait but was left disappointed.  the toppings were decent but the dough tasted just like the big chains.  

bottom line - if you want a passable pizza delivered ice cold in two hours this is your place, otherwise you are better off going somewhere else."
38,1,Negative,"this is one of the worst experiences i've had at a restaurants. we ordered pizza , salad and a sandwich. after over 45 minutes of patiently waiting and no comment from server in what the delay was, we asked the manger about our food. he said he was too busy to help us. he said he would be with us in 10-15 minutes. if we didn't want to wait, we were more than welcome to leave. who treats customers like that? i told the server we were leaving and left cash for the drinks. she just shrugged her shoulders and said ""do what you have to"". i don't think i gave been treated so poorly as a paying customer in my life. the management is an embarrassment and service, all around was horrendous. what a disappointment."
39,2,Negative,this place had us pretty impatient the whole time! i shared a pizza with my significant other and he asked for half of it to have no onions but it came out covered in onions all over! it then took a half an hour to split the bill. to be honest i wasn't very impressed by the food.
40,2,Negative,"called in and was put on hold for more than 5 minutes.  once i placed my order i was told pickup would be between 6:30 and 6:50....it's 4:30! 2 hours for a couple of thin crust pizzas?  why a twenty minute range for pickup?  i cancelled order so never got to taste the food.  good news is that the reviews are bad, so it'll slow down enough for me to give it a try very soon.

fyi - your rating on yelp is the same as peter piper pizza.  hilarious!"
41,2,Negative,"i don't know what people are talking about. being from nj i can tell you this is not good ny style pizza. it's the kind of pizza you get in ny and then never return to that place again. i tried the regular and the white pizza. the white pie had no flavor, no garlic no salt, nothing. the regular pie had hardly any sauce, and the crust was hard as a rock. i hope there are better places for ""ny style"" pizza in the area.  we left hungry. they also messed up our order so it took about twenty minutes to get four slices of pizza warmed up.

also they weren't wearing gloves or anything. maybe i'm a stickler but i don't like people touching my food with their hands and then touching everything else in the kitchen. gross."
42,1,Negative,haven't been to pizza hut in a few yrs. my daughter and i wanted to try the bacon crust pizza one day a few wks ago so i ordered online  (ok that wasn't successful so i had to call) anyway i placed my order and 5 mins later they called and said they ran out of the bacon crust. this was at noon. wasn't very happy. needless to say i don't think i'll be attempting this again any time soon
43,1,Negative,"i wasn't planning on commenting on quality of food, but since other's have been experiencing the same issues...

we were very excited to move into sun prairie where there was a glass nickel pizza nearby (we previously lived in the milwaukee area).  the day after we moved in, we decided to order glass nickel to eat while unpacking.  the staff was fairly friendly on the phone, pizza came in the delivery estimate time.  pizza itself was okay, but not nearly as good as the new berlin and west madison locations.

the next day, we became violently ill.  with the chaos of moving, their pizza was the only thing i ate all day so i'm sure that it was from this.  my husband and i are positive we got food poisoning from their pizza.  we do not plan on re-visiting the sun prairie glass nickel pizza (especially after the reviewer stated that employees were cleaning toilets sans washing hands).  such a shame!!"
44,1,Negative,"still yucky.  picked up an order which should have been hot, hard as a rock like cardboard and burnt on the bottom.  there are many other places in town for good pizza avoid this and you will be more than happy.  hit and miss place, mostly miss"
45,1,Negative,pizza came out cold. we ordered the classic pepperoni and there were probably three slices of pepperoni in the entire pizza. it was just all sauce and cheese.
46,1,Negative,"did the online order. arrive at the time that the food was supposed to be ready. 10 minutes after i'm told it will be a little longer, i'm told that the wings are going to be another 12 minutes!!!  wtf?!?  so now i'm sitting here in the store for about 30 additional minutes!  i wouldn't have ordered if i knew it was gonna be this long for one pizza and a few wings. nobody wants to sit in your shack for 30 minutes when you've already been told that the food will be ready when you arrive. the question i have now is how cold is the pizza gonna be when i get home. i want a nice fresh, hot pizza. not something that's been sitting for 30 f-ing minutes!!!"
47,1,Negative,"the best thing about our visit was our waitress. she was attentive and apologetic that the pizza was terrible. it was undercooked, the crust was soggy and the toppings were sparse. too bad. it was the first time we have been out in the evening in 4 months.what a disappointment!  we won't be returning."
48,1,Negative,"we ""used"" to order the family special every week or two on a regular basis. food was decent & value for the $ (at that time) was fairly good too. one night we ordered, the food was delivered. we paid cash & tipped well (always do, as i used to deliver fast food myself). we get a telephone call the next day saying that we shorted the driver $10. wtf? seriously? like the driver would not know this right at the door (if it were true)? we do not get a call that night (we ordered for dinnertime) but the next day! clearly they got ripped off by their driver. we have not ever ordered from there again. brampton's best pizza(s)..mackay & gusto's."
49,1,Negative,"i was excited to try a new pizza place so close to my house.  i should have saved my money. person on the phone and at the shop was very nice, so it's doubly disappointing to give them a bad review.

bottom line, our pizza was over-cooked. we could tell when we opened the box.  the crust was dark brown, as was the cheese.  on one pizza the bottom of the crust was burned black and we could not eat it. the other was not as burned, but was so overcooked it was not enjoyable.  

whoever cooked this pizza should have known the second it came out of the oven that it was ruined.  i would have preferred them being honest and asking me to wait an extra 10 minutes to make another instead of passing off something they had screwed up.  sure they saved a little money that night, but they lost the lifetime value of me as a customer.  that hundreds of dollars lost as well as me not telling people to avoid going there.

it such a hassle to get home to discover the problem.  do i call and complain? do i have them make another requiring another trip and eating at 9:00 pm? 

we also ordered 6 buffalo wings which were good.  good meat and tangy sauce.

finally, i was also disappointed in the quantity of pizza toppings.  i ordered pepperoni and mushroom and there was maybe one mushroom per slice, some had none.

i really wanted to like this place, especially because i like thin crust pizza, but we are one and done. we won't be going back."
50,1,Negative,"terrible, terrible, terrible. let me say first that we didn't get the deep dish, i didn't realize that is what they were famous for. also the staff were nice, not overly helpful but never rude. my daughter got their wings, super fatty (probably tyson). there was a long blonde hair in it, she has dark brown hair. when we told our waiter he said ok then took the plate, no apology. they did bring her out new ones but like i said before they were to fatty to enjoy. they did not even offer to take them off our bill. our thin crust pizza taste like it literally came from a box. i can't even remember the last time i have had thin pizza this bad!! the ice cream cookie had generic tasting ice cream and i believe it was covered in the store bought hershey's syrup. i have never written a bad review about a restaurant, only good ones. nothing has ever been that disappointing that i felt the need to write one until now."
51,1,Negative,"these people are below average intelligence 
try to rip you off 
argue with you about specials posted on the menu board in the store!
had enough of them i do not have the time to teach basic common sense !
the special reads add any pizza for 9.95
(equal or lesser value )
i order a pepperoni and sausage and a specialty pizza.
simple right well they say they can't honor the ""2nd"" pizza because it's a ""specialty""
what does it matter what order i say my pizza's in?
is it the darn important that you have to say the specialty pizza 1st? common sense would be to just charge for the specialty pizza the charge me for the pepperoni and sausage at 9.95 right?
well if i have to teach them basic common sense and argue over it i will just find me a new shop!"
52,1,Negative,"very mediocre pizza. if you're stranded in the brothers parking lot with a broken down car and you're really hungry, you'd be better off walking to the circle k and getting a snack to tide you over til help arrives. to everyone who gave it lots of stars, you need to get out more and live a little...and eat better pizza."
53,2,Negative,"normally we love papa john's, but they don't deliver to our place.  we really wanted pizza so ordered carryout from what we thought was the middleton store.  our mistake we ordered from here.  that's ok.  it was our mistake.

however, this store is insanely hard to find and get to and there is zero parking outside for carryout.  we ordered online from another store and the order stated it would be ready in 45 minutes.  it gave us a time.  it actually took longer than 45 minutes to weave through the square and finally park illegally in an alley behind the store while the husband went to get said pizzas.  they were just putting them in the oven.  so we had to wait another twenty minutes and staff wasn't apologetic, just rude stating that the pick up time is an estimate.

the pizza was fine.  it was fresh and stayed warm on an eighty degree day until we were home to eat it.  but....it's not worth the trip and while i gave no real issues with it taking an hour plus to be ready for carryout during a busy time of day  that should be acknowledged ahead of time."
54,1,Negative,the most disgusting pizza i have ever eaten.  nothing but salt and no cheese.  ugh...will never order from them again!
55,2,Negative,"pretty average spot. 

italian food priced reasonably but won't really 'wow' you. i had a sausage pizza for 11$ which was a good size and cooked somewhere in between thin crust and doughy. they've got some lunch specials and salads that looked alright, although the salmon filet looked to be a frozen cut. 

service was adequate. 

is baldwin street actually good?"
56,1,Negative,"we ordered this monday night after a busy work day. generally a fail safe, as you know what you're going to get. not this time. i got my own pan pizza, which saved my boyfriend who got his own pizza, from being violently ill for 3 days. im still feeling the stomach pain, although not the terrible twisting of death i was the days before. i phoned to inform them of what happened and of course, just as i thought, the person i spoke too did not care or say anything worth anything. i explained how i didn't want anything, just that they should probably know. they proceeded to tell me that i would need to see a doctor to prove what happened. i honestly do not care nearly enough to pay $10 for a doctors note to prove this. i am just warning other people that this was by far the most painful sick i have ever been in my life. violently awful and lasted for days now. please beware..."
57,1,Negative,"i was so excited for my sons 2nd bday party. it was aweful!! the host was everything but a host. a guest passed out cake and my husband stood at the door to hand out goodie bags. my party was from 4-6 and at 5:30 she started cleaning around people making it very awkward and guests left early. she was wearing a lower cut dress and i now have her cleavage in the pictures of my son blowing out his candles. 
when i booked the party i was told that each child gets 2 pieces of pizza, they actually get 1 slice cut in half. i had 15 children and 2 babies, i was charged extra for the babies even though they never left their mothers arms. she wasnt a kid friendly person and would just hollar out that it was time for cake or pizza, getting nobodys attention i was forced to round up the kids and get them seated. she started a ""soda tab"" and they charge $1 for a can of soda. at the end of the party i had spent $100 more than planned on sodas, extra pizza and the ridiculous 18% gratuity that was added on to my bill. a $45 tip was not what i had in mind for her. when calling the owner to discuss my issue she did nothing to resolve it and might have well just called me a liar because she defended the host to the very end. i will not recommend toy town to anyone!! bad business!!!!"
58,1,Negative,"ordered 5 pizzas at 11 for 11:45 pickup confirmed waiting for 25 minutes and pizza still not ready. 
got an ""oh sorry"".  

i watched 5 customers leave.  one said, "" let's go for office max we stand a better chance of getting food."""
59,2,Negative,we went for dinner and it was alright. the bruschetta was the best part of the meal! the pizza was soggy and the quinoa salad was alright.
60,1,Negative,"every once in a while i love to remind myself as to why i don't order delivery from chain pizza places like domino's, pizza hut, papa john's, etc. sometimes i'm pleasantly surprised and tonight i was not. 

over an hour and a half delivery time and i received a soggy medium pan pizza. but what had me most concerned is that my pizza was pulled out of the oven and checked at 6:35ish and was sitting there for over 45 min before it left the store. 

after delivery fees and tips for $16 i recommend eating a frozen pizza because at least you can pull it out when it's actually done baking. me, didn't have access to an oven. otherwise i know what i would've done. baked a pizza."
61,2,Negative,"do yourself a favor: order carry out, not delivery. i order here like twice a month, but about 1/3 of the time i order delivery they attempt to deliver my pizza to the wrong apartment. 

not sure why their drivers can't plug my address into google maps and figure out where i am. the staff at this location have proven to be incredibly incompetent and i am sick of giving them 2nd, 3rd and 4th chances."
62,2,Negative,"wow i have been here four or five times. the first couple were a few months ago and i thought the pizza and pasta was great! i'm from chicago and appreciated having this nearby. well i'm not sure what happened but the past three times in the last two months are unacceptable. just bad. first visit -- watery spaghetti and meatballs. it was marginally ok ... i ate it. the garlic bread was ... terrible, i could have made better with wonder bread and garlic salt which is basically what it was ... second time, i waited in line and their computer system went down it was a friday night and they had no clue what to do... i forgave them for this, it happens but they could have written down my order and made my pizza ... they were completing orders and had other customers they just decided to freak out and not take mine, how did people order pizza and pay before computers? i had cash too. third time tonight is just unacceptable. i don't eat a lot of pizza or carbs, when k to it's a treat ... i just spent $35 for a take and bake pizza (it was not cooked) and eggplant parmesan (which was surprisingly ok) but the garlic bread was also not cooked. when i say this stuff was not cooked i mean it was not cooked. i had to break out my toaster oven which i did not appreciate. terrible. i guess i have to find a new place or stick with due forni even though they are not really a take out place, huge disappointment i was hungry... 3 strikes you are out."
63,1,Negative,"the pizza was burn over cooked. we eat three slices and make up no taste to it. would not recommend this place for their pizza. at the end we asked for a box, the staff make us a small container for more than a half of a pizza. not even a pizza box ."
64,1,Negative,"we found this place several years ago and had some family with us. we ordered pizza, salad and garlic knots. everything was so delicious. we visted a few more times over the next few years and everything was so very good. last night proved it will be the last time. a 16' pizza is now $20 or more. all the prices went up and we were told it is because of the minimum wage hike. they only have one size pizza. we ordered garlic knots they were not hot at all and sent them back. we asked for our pizza to be a little crispy and half of it ended up being burnt. we have always asked to be a little crispy and it always came out so good, not this time.  ordered 6 wings $6.50 for 6 wings
 they were very good. we asked for 1 ranch dressing to dip our pizza crust in. we got charged .60c for a souffle cup. nope that was it. so very dissatisfied overall. service was mediocre. guess all customers will have to pay for the minimum wage hike, tipping no longer needed."
65,1,Negative,"when i got home to eat my pizza it barely had any cheese, banana peppers and pepperoni. next time i'll pay the extra fee for more toppings, if i ever from here again."
