stars,rating,text
5,Positive,"Almost walked out as soon as we walked in, looked kind of sketchy. Very happy we decided to order though. The pizza was unbelievable, I think this might have been one of the best crusts I have ever had. Thoroughly enjoyed every bite!!  Though it may not look like much from the outside, pizza here is a must try."
4,Positive,"With a patio sheltered from the noise of 17th Avenue (and growing the herbs used in most of the dinner items) a very large dining space and a menu full of excellent scodellina options, Cibo is a great place for chatty drinks with the girls, chatty pasta with your family or pizza sharing with your date.

Far from classic, Cibo takes Italian and turns it Calgarian with modern menu items, super-fresh, super local ingredients in dishes you can't help but share and hipster-turned-friendly servers willing to laugh with the guests.

Cibo is bustling with the hippest of pizza connoisseurs laughing over fig and gorgonzola pie, the trendiest of the Uptown 17th sharing smoked black cod anitpesto and the coolest of Calgary shouting ""you gotta try this!"" passing house-made olives to the next table; all this activity set firmly on the backbone of simply great food.

Cibo is fun, it's fun to hang out at for a drink, it's fun to talk to people there and it's a fun place to eat.

T."
4,Positive,"I called and spoke to the owner, he was very genuine and concerned and sent me a pizza on the house the following night and it arrived exactly at 7:30 with apologies from the driver. 
Their pizza is so good that I am totally thrilled that they've fixed the delivery glitch so quickly.
Kudos to you."
5,Positive,"I thought everything was fantastic.  The food was incredible, the drinks were strong and remarkably tasty, and the feeling at the restaurant was just very upbeat and lively.  To begin we had wine and a bourbon based pre made cocktail. I really liked the ingenuity of the cocktail where you're given a bottle instead of having to wait for the crafting each time. We then had the tuna cones, mushroom flatbread, and the brussel sprout salad. The ahi cones had a nice kick with the sauce and the presentation was awesome. The flatbread had more of a pizza feel than your typical flatbread which I enjoyed tremendously. The brussel spirit salad was a nice side with whole pieces of bacon and apple rather than sprinkled as per usual. I like this heartier rendition better. The ambiance of the bar is really nice and the staff were great. I really wish I had a casual bar like this closer to my house on the west side. Prices are very high so it's not a weekly dining venue, but I highly recommend trying it out if you're looking for a new cocktail bar with amazing food on the strip."
4,Positive,"They have good service, beer selection, and the pizza we got was fantastic. Their spinach dip was more of typical bar food, just alright."
4,Positive,"I stopped in here for a slide and a soda one day and was very pleased. This is real deal great pizza, plus a great atmosphere and fair price. I have also since learned that this pizza is the go-to for many local businesses, who all swear by it for their lunch purposes."
5,Positive,"With all the talk of Rocky's, Toppers and Ian's, this place has in my opinion the best pizza... I've not tried their regular pizza, but their Chicago stuffed style is the best I've had in Madison.

And their sandwiches are very good as well. They have a fantastic selection for a pizza delivery place, and they deliver quickly."
5,Positive,Delicious huge slices for reasonable prices. They bring the pizza to your table and they also have wifi.
4,Positive,The pepperoni pizza I had was well done and my husband had a cheese pizza he very much enjoyed. I disappointed not to see some yummy chicken tenders. Preferably in a hot style. Besides pizza there was nothing really else on the menu that I desired to try. Definitely come back for the pizza specially for the price it's a good deal.
5,Positive,"Went for my birthday dinner. So yummy! The decor is absolutely amazing. I fell in love, so classy, so chic, perfect for my bday celebration. I wanted pizza and what a good choice it was! We started with the chicken artichoke bruschetta! Excellent. Then had the four cheese pizza adding spinach. Delicious. Then they brought me a yummy dessert  I loved it!"
5,Positive,I ordered from here and I was a little skeptical. But the food came fast it was fresh and delicious plus the driver was very pleasant. The prices are very fair 2 pizzas for 20 bucks with delivery and 24 hour service. Cant beat it. I will definitely order from here time and time again.
4,Positive,"I ordered 2 xl pizzas, the Mama Mia and the grilled garlic chicken. They were incredible. I ordered them earlier in the morning to be ready at 11:30 for lunch. When I walked in a few minutes before 11:30 they were just coming out of the oven. They were hot and fresh. Great service. Everyone on my crew loved the pizza. I will definitely be back"
4,Positive,Angelia`s Pizza is a very solid go-to pie at a pretty reasonable price. Try some of the specialty pizzas you cannot go wrong! It would be nice to have a dining room to sit down and eat after the Moon games and practices!  We will continue to enjoy your pizza!
5,Positive,"Best pizza place in Vegas 
They have really great customer service. They take the time to speak with you and get to know you. I would really recommend to stop by and try their pizza. My favorite is The Real Deal, it's the real deal."
5,Positive,This is one of the best New York style pizza I ever had and the guys are very nice. I definitely will come back to this place.
5,Positive,"Delicious pizza! I had the Lambretta special pizza, minus the prosciutto because I was in the mood for vegetarian (I'm sure it's delicious with the prosciutto too though). It was HUGE but it was thin crust and it was all I was having and I was hungry so I ate the whole thing myself!

The service was very fast and friendly, and the atmosphere and decor of the restaurant were very pleasant and modern. 

I will definitely come back here! The pizza was made from high quality, authentic ingredients, and I didn't feel stuffed in a bad way like I do at other pizza places. I felt great afterwards."
5,Positive,"The place doesn't look the best but food is excellent and the service is fantastic!  My husband always gets pizza or open face roast beef n gravy. I get lasagna (which gives me 3meals) or a sandwich. My granddaughter's love to go there. They get there own personal pizza which is huge. Big Jim's was also on ""Diners, Drive in and Dives"". Guy showed the spaghetti being made, he gave the recipe. Also, I forgot to mention they have the best wedding soup in Pittsburgh."
5,Positive,"It's not that I'm 9 months pregnant that I was able to eat an entire pizza here, but that the pizza here is THAT good! First time trying it but will be back again (soon I hope)! Very clean place, very friendly guys helping us with how to order and very good pizza (had I mentioned that?). Many thumbs up CBP!!!"
5,Positive,Not sure why all the bad reviews. I've been ordering pizza from this location for a decade and have never had a problem.
4,Positive,Great pizza but lacks consistency. Lots of toppings to choose  from. Needs more choices  in dipping sauces.
4,Positive,Best Gluten free vegan pizza in the world!!!
5,Positive,"Super delicious ! Now I wish I could of taken a picture of the pizza and cheesesteaks. But they were gone before another thought came up. Fresh ingredients, big slices and friendly staff. My new local go to spot for pizza !!"
5,Positive,"We headed in for lunch on a weekday, and were seated right away. Our server's name was Chris, and he was very prompt and courteous. We each ordered pizza and shared and it was fantastic! The Diavallo and the Boss were SO good. The Margherita wasn't bad either. I can't wait to go back and try some more!"
4,Positive,"We ate there Friday night and it was an absolute delight.

Scott the owner, the staff and the décor was very inviting.

The pizza was very good. The combination of the tasty crust, the right amount of sauce and a fresh mozzarella along with quality toppings makes it the best pizza I've had in Arcadia area. It was even tasty the next day.

What I liked about it the most is that they're not trying to be a fancy place or going all snobby on the food as the Arcadia area restaurants do way too much.  They obviously just want to be a pizza parlor offering a good pizza, at a fair price and they seem to be doing a good job of it.

They also have BYOB, you can bring in your own bottle of wine or beer and drink it with your food. I don't why but I find this kind of cool

We will definitely be back."
5,Positive,"I heard this place was good and it was. I ordered a personal sized cheese pizza with no extra toppings for $7.50. and it was good. They make it like Pizza Brutta on Monroe St, where instead of being covered with a layer of cheese it has a few dollops. Novonta pulls that off (Pizza Brutta did too). Novonta's crust was good, and the rest of the pizza was even better. I really got just a plain cheese pizza, but there was more to it. Some sort of Basil or Spinach leaves in there... I don't know but it was good. It also only took like 2 minutes to make."
4,Positive,"I have been going to the RWB in Mesa since it opened and the food is pretty darn good.  As a vegetarian I have tried every possible combination of food on the menu that is vegetarian, but I typically will just stick to the pizzas and salad. The eggplant Florentine is very good too, but the serving is enough to get you through 4 meals!  That is true with most of their food, the portions are large, so don't be turned off by the prices.   I would have to agree on the comments below on the service; it's nothing to write home about. The only thing I will say is that I know several people who are regulars at the brew and they are treated like gold... so maybe there's something us occasional patrons are missing.  If you are area, I would definitely recommend RWB."
5,Positive,"Yes! I'm officially addicted to this pizza. Honestly, the only good New York style pizza in Madison. I'm originally from New Jersey (yes, I am aware that is *not* New York) so I've missed a good thin crust.

So far, the eggplant pizza is my favorite. I mean, I've liked all the ones I had. I think the ratio of the ingredients is good.

I ordered a salad yesterday to pretend like I was being healthy in addition to the giant slice of pizza I was going to consume. They give a good amount of salad! The feta in the Mediterranean salad is super yummy, though on the salty side.

I went there again today, after ordering delivery yesterday. I don't plan on going tomorrow, but we will see."
5,Positive,Staff is always nice and their pizza is awesome! The wings are good too! And so many other things! Great place to eat.
5,Positive,"First time eating here and was very impressed with ""The Cheef"" sandwich, great flavor. Friends said the pizza was really good too."
4,Positive,"Vegan options in downtown Vegas!!! Pizza was super tasty and the service was pretty decent. Half way through baking my pie they remembered that I only wanted mushrooms on half, so they took it out of the oven and picked them off.  Kind of weird, but whatever.  Nice gesture, but paws off my pizza! Lol."
5,Positive,Authentic Italian pizza made with fresh ingredients! Do yourself a favor and place an order tonight! Personally love the Quattro Formaggio pizza!
4,Positive,"After seeing Hash House A Go Go on a Food Network show, my hubby wanted to go for the famous chicken and waffles for Sunday brunch. 
We arrived around 10:40 and were immediately seated Ina large booth in the corner. Our friendly server came over right away and took drinks orders while explaining a few particularly popular many items. 
Items chosen; chicken waffles (he loved it), apple-cinnamon pancake (yummy and seriously the size of a medium pizza!), kids hamburger (huge, said to be a little oily tasting), and egg white scramble with avocado and sweet potato fries (good). 
While the portions are easily large enough for 2 people to share, one will not be disappointed if comfort foods is your hankering."
4,Positive,"Upper Crust is like Grimaldi's on steroids. The two places have nearly identical decor and the pizza is extremely similar. Upper Crust uses a little more cheese which is nice, but they also use cornmeal on the crust which I am not crazy about. The wings are huge and delicious, especially with the honey BBQ sauce. The meatballs are nothing special (with or without the mozzarella cheese), but Stephanie H would disagree. Happy hour is Monday-Friday 4pm to 7pm and on Wednesdays they offer half off on bottles of wine. 

Overall, it is a very good pizza and I plan on returning. Next time I'll be giving that pizza cookie a try. I really liked Upper Crust, but Grimaldi's in Old Town is still my favorite for traditional NY style thin crust pizza."
5,Positive,"I have to say that not only is the food amazing, the employees are extremely friendly. They went as far to fulfill my request to draw John Snow from Game of Thrones (easily the best pizza place EVER!) Thank you so much!"
4,Positive,"Ordered today for lunch for delivery to my workplace. My boss treated us to lunch since it was my birthday.  Ordered online and delivery was 6 minutes later than they said it would be but all the food was correct and delicious!  I got a large supreme pizza, lots of wings, and a cookie for under $50 bucks and it fed the whole office.  Delivery dude was nice."
5,Positive,This place is always great my husband and I love ordering from them not only are they extremely fast when it comes to delivery but they are SUPER friendly their pizza is top notch whenever I take a bite I feel like I'm in Italy! This is the place to order from if you don't feel like cooking and are too much of a bum to go outside :)
4,Positive,"Excellent thin crust pizzas with great toppings and an ok selection of local craft beers. Take away a giant slice for $5!

Absolutely the most affordable dining option at aria. And the monopoly machines are right outside too!"
4,Positive,"Giordano's is a great Italian/Chicago style restaurant that I highly recommend! The negative reviews on this place's wait times and busyness should not count against it. This restaurant just opened no more than 5 months ago, it is located on the busy P83 strip with tons of people and near the Arrowhead Mall, and is only a moderate sized restaurant. 
     When my husband and I first arrived we heard the wait was almost 2 hours but for a party of 5+ - for just me and my husband we were sat right away. Large families/parties need to realize that places that have just opened up are going to be super busy and have long wait times - its common sense. We sat at a small side table and were not too shocked at how busy and compacted everyone was. We expected it and were happy to see all the buzz around the place. Our waiter got our drinks immediately and walked us through the menu. He warned us about a large party that had just arrived and that we needed to put any pizza order in soon other wise it would be over an hour wait for a Chicago style pizza. 
     My husband and I wanted to go a different route and ordered a pasta and sandwich instead. The wait time on the pizza was not a negative strike to us - we knew hand making a pizza from scratch takes time and we were more interested in the other dishes anyways. My husband ordered the Italian Beef Sandwich and I ordered the Marinara Spaghetti while we shared the Giordano's Sampler. The food was FANTASTIC and i'll be posting pictures of it too. It was rich and flavorful with a real taste of care and love. The only negative part of the meal was that everything came out all together and quite quickly. I believe my husband and I waited just over 10 minutes to get our appetizers, salads, and entrees. Our table almost couldn't fit it all. I ended up having to not finish my salad because I did not want my entree to get cold. 
     Other than that my husband and I had a great meal and really enjoyed the atmosphere. We also appreciated our waiter and his thoughts in items on the menu that were best for us and our time frame. I will definitely be back to have more from this delicious establishment - but with a party no larger than 3 I think for the next few months."
4,Positive,"TLDR: Great spot for a slice of late night pizza on De la Montagne just under St. Catherine. 

Pizza Chez Danny makes tasty pizza that will squash your late night craving. The crust is thin and crisp on the bottom, but soft on top. The addition of sesame seeds on the top adds a delicious nuttiness to every bite of the sweet crust. The mixed cheese of the simple cheese pizza melts into yummy goodness and sits on a light dose of tomato sauce. With tax, the slice came out to around $3, and it was delicious. I definitely recommend this place for your Americanized pizza itch."
4,Positive,"Before you eat here you have to know that this restaurant has been around for 37 YEARS! That is amazing for any restaurant. Restaurants come and go, but this one has stood the test of time...and you""ll definitely notice that the decor, although clean and super comfortable, is understatedly retro.

I liked the vibe here. There's a fair sized restaurant area and a large lounge with a cozy brick fireplace. It's usually packed Friday and Saturday nights.

The owner's son played with the Calgary Stampeders once upon a time, so there's lots of Stampeder memorabilia. It wouldn't be completely unrealistic to see some football players digging into some steaks while you're eating. 

My friends and I had pizza, Greek salad and Caesar salad. The Greek Salad was delicious and had some bonus creaminess to it. The Caesar (large) was nice and garlicky and came with a generous side of garlic toast.

We had the Ambrosia pizza (think spinach, artichoke hearts  feta) and the Athenian pizza (think feta and olives). Both had toppings that blended together in the most amazing way! I would order both again.

Service was great - attentive, polite and friendly.

This restaurant has a solid menu; is comfortable and laid back; and has some friendly employees who obviously enjoy what they do."
5,Positive,"We came here before a concert at Consol Center. It's across the street, it was very packed, so leave yourself a lot of time to get a table if you want to eat here. We got lucky & got a table only hour before the concert!! We ordered a pizza & it was good for a bar. Good selection of beers!!"
5,Positive,Super yummy pizzas and salads! Not a ton of seating area indoors. Bar across the hall so you can get any drink you like.
4,Positive,"I have no idea of the history of this place, but it has one. They also use the same sourdough starter for the pizzas for about 50 years. The waitress explained this too me, but all i know is the pizza turned out pretty good. Our version had giant pieces of pepperoni, a dabble of grilled jalapeno and purple onion. This not really NY style as I was barely able to fold the thing, but it was all about that sourdough crust. In a surprise though, the pizza did not taste good reheated. Another surprise was the ""check in"" on facebook and get an order of chicken tenders for $2. These were small, hot and crunchy little tenders which were quite good. They have an upstairs with games and of course all the funky stuff is fun to check out. Half the patio is covered also, so that is a good thing."
5,Positive,"We love Black Rock!!! This is THE best place to get pizza!! We became fans when they were over on Race St. Now that they have more room it's even better!!! They also have live music, real pinball tables, and support local charities. My kind of place!!!!!"
5,Positive,"Trying out a new Greek place today and so happy I did! Went to Hummus for lunch. This is a great concept I like. Blaze pizza did it and so does Hummus. A Chipotle style built your own bowl or wrap. Lots of great options! I went with the bowl today and I loved it! Delicious and the healthiest thing I've had in days, just a real feel good meal. I thought having hummus on the bottom would be weird, but I worked great. The lamb was wonderful and I love the whole scoop of feta. Will definitely be back especially since it's so close to my place in Anthem."
4,Positive,"Pizza was pretty authentic, I am a New Yorker so always looking for good pizza. Also, tried the cannoli and it was awesome."
4,Positive,"If you like thin greasy pizza, then Alexander's Pizza is good for you. The $6 large pizza is a nice deal, and I do admit the flavor is marginally better than Caesar's $5 pizza. The only problem was how sparse the cheese was and the cardboard box the pizza sat in was literally soaking WET from being drenched in oil. 

Alexander's pizza also serves Italian and Greek entree meals. The pizza was disappointing, but their homemade (?) ranch dressing is out of this world! It's creamy, thick, and very nicely seasoned to go with their surprisingly fresh salads. Their ranch dressing really is superb and the family that runs this place seem very nice. Not the friendliest bunch of people, but you can tell their honest and work hard."
5,Positive,"This is THE BEST PIZZA I HAVE EVER EATEN !!!!  Amazingly fast, friendly delivery of the most amazing pizza EVER !!!  There is no other pizza joint for me.  Ahwatukee rocks!!!"
5,Positive,"Great pizza, great price! 
Always walk in here for a slice and a pop when I'm in the Durham region for work. Service is good and quick. Pizza is delicious. They seem to doing a good business as a lot of people walk in to pick up their pizzas. Price is very good, cheaper than most places."
4,Positive,"Ordered the gluten free pesto party pizza. It was so delicious I ate the whole pizza save for one slice I gave to a co-worker. They lose a star because I felt nickel and dimed for everything. I ordered my pizza carry out and got charged for one ranch and hot peppers, and I almost got charged for a water cup because I wanted one with a lid but the guy behind the register was nice enough to just give it to me.  So after the gluten free crust (which I expect to pay extra for) and the little condiments, and tip I spent $18 on a personal pizza. A little on the pricey side for lunch."
5,Positive,"My wife and I are pizza snobs.  We've tried A LOT of pizza places in the 10 years we've lived here and NO ONE compares to Rino D's.  They are just that good.  

We love the white pizzas and the chicken pesto.  They have good appetizers and the deserts are good.  The calzones are pretty good too, just a touch greasy.  We always order delivery.  They get here pretty fast (of course we live just a couple blocks away).  

I love all the coupons they have and their rewards program is awesome.  I've never received so many free pizzas anywhere in my life.   Their delivery drivers are very nice, friendly and polite.  I highly recommend them.  But taste around first if you must.  You won't be disappointed."
5,Positive,"This pizza was great.  Pizza sauce makes a good pizza and this was outstanding.  Great service.  Loved the ""chandelier"".  Great experience."
5,Positive,"Okay... another check in. There is no doubt this is one of my ""go to"" places to eat and I will continue to go back! On this visit I asked for a giant slice with extra sauce on top! In my previous reviews I already noted that the pizza is excellent! Awesome crust, awesome cheese, and an amazing sauce. Also worthy of noting that they are consistent... it's always awesome!

I know it's weird. Lol I thought of asking for extra sauce on top because there is a place in Brooklyn I used to go to all the time called L & B Spumoni Gardens. I know extra sauce is a boring for a pizza topping but let me tell you it was delicious!!!!!! Mmmmm!! Mmmm!! Even this photo makes my mouth water!"
5,Positive,By far my favorite pizza in town! The deep dish is to die for and so is their service! I have eaten here countless times and have never been let down!
4,Positive,"Pizza, pizza, pizza. Love it. Nello's is a good laid back place to get together with some family and/or friends and have lots of options for pizza and sald, and knock a few back. Service is about 4 stars too."
5,Positive,"Had lunch with my wife here.  She's Colombian and felt it had some traditional Colombian flavors with more modern simple dishes.  I mention the Colombian part as there are really no restaurants close by with rice, beans, sweet plantains, empanadas, and steak.  Was very good quick and attentive service.  For $5.99 she got the dinner portion with soup.  I tried the grilled chicken over salad with avocados beans and corn was delicious and will definitely go here again.   One of the reviews picked up food for take out and I understand his feelings as haven eaten many Colombian meals prepared by her Mom, her aunts, many places in Florida, Puerto Rico and in Dominican Republic this food is just best eaten right away.  Try it out, for the area it's great to have another option other than BBQ, Chinese, or pizza."
5,Positive,"Peter Piper is Arizona's family oriented pizza chain. Most people think the pizza is complete garbage and often describe it as cardboard, but I think it's just plain great."
5,Positive,"I used to work as a waitress at this restaurant's original incarnation (Amelio's est. 1985) in 2003 when I was at university so I can you that not only is the food DELICIOUS, this is a lovely family restaurant that treats its staff very well. 

I thought they'd closed down so I was ecstatic when my boyfriend found out they reopened as Amelia's with the daughter at the helm, how wonderful to see this awesome family business continue past its 30th year! I love supporting local companies and this is the real deal.

Now on to the food! There's a reason that every crop of McGill students learns of Amelia's and quickly sees it as a staple. Not only are the prices reasonable, it's BYO and group-friendly for before a big night out. It was not uncommon when I worked there for groups of 8 to show up with a couple of boxes of wine and have a great time before hitting the night life. Now I happen to prefer a better quality to drink myself, but love that this joint is casual enough to cater to that crowd and nice enough to suit my needs as a young professional as well. 

The white pizza (5-cheese) is a MUST. I highly recommend sharing one small, medium or large with your table as it's a little intense to eat alone but absolutely TO DIE FOR. You must try it as nature intended, but a great hack from my waitressing days is to ask them to add tomato slices & garlic for even more flavour. Just adding mushrooms is another fav. 

The Florentine pizza with artichoke hearts and spinach is also amazing, and often gets overshadowed by the white but very subtle and delicious flavors. Only available as a small, so bear that in mind! The vegetarian is delicious and has a sauce base that includes eggplant. The Reuben pizza is basically a smoked meat sandwich in a pizza, complete with sauerkraut and mustard on the side - definitely not for the faint of heart but we'll worth it if you love meat and want the adventure. If you're a first-timer I'd definitely suggest splitting that with a more standard pizza,  though. Or the White :)

You really can't go wrong with the pizzas, and any small can be done in whole wheat dough which is great if you wanna be a bit healthier. They aren't intended to be Italian-style thin crust pizzas so do be aware of that. The crust is fluffy, buttery, almost pastry-like (I believe they use Crisco shortening in the dough) so expect more of a New York style slice. I almost never eat crusts from pizzas but I always finish theirs, they're so good!! 

The little salads that come with each order are lovely and give you that valuable extra greenery before say, eating 5 melted cheese on dough!! And their subs and pastas are great too, but the pizzas really do shine here. 

If you get dessert, the cheesecake was always my favourite, and all desserts are made in-house.

Note that it's cash only, so come prepared! One of my fav things to do is get dinner here before catching a rep film at Cinema Du Parc. They stop taking customers at 9 (but you can be seated until 9 and stay until 10) so plan accordingly.

You will have an awesome meal, promise :)"
