,stars,rating,text
11,2,Negative," The pizza wasn't good, but the customer service was great.  i've forgiven their rudeness over the phone many times, basically because i am able to order online. tonight my son forgot to order one of our pizzas online and they gave him so much grief about adding to the order that i finally took the phone. asked the guy if we could add to "
12,2,Negative," The pizza wasn't good, but the service sucks.   we went here for lunch and i was completely underwhelmed by the choices on the menu. the selection of restaurants is really limited, and that's fine.   but, when you consider the price, the service, and the food, there's just not that much to like.   "
13,2,Negative," The pizza wasn't good, but the customer service was great.  i've forgiven their rudeness over the phone many times, basically because i am able to order online. tonight my son forgot to order one of our pizzas online and they gave him so much grief about adding to the order that i finally took the phone. asked the guy if we could add to "
14,2,Negative," The pizza wasn't good, but the customer service was great.  i've forgiven their rudeness over the phone many times, i ordered a pizza on my way home from a 40 min drive and just got a creepy phone call from this place after i parked illegally behind their white picket fences.   the creepy thing is, i didn't even know their "
15,2,Negative," The pizza wasn't good, but the service was bad.   we sat down and were immediately rushed into ordering our food and drinks- after our drinks came, which were blah, our food  finally came. we ordered a traditional pepperoni pizza and a side of their so-called-famous meatballs.  the pizza was so greasy that the oil "
16,2,Negative," The pizza wasn't good, but the service was bad.   we sat down and were immediately rushed into ordering our food and drinks- after our drinks came, which were blah, our food  finally came. we ordered a traditional pepperoni pizza and a side of their so-called-famous meatballs.  the pizza was so greasy that the oil "
17,2,Negative," The pizza wasn't good, but we let them know that. they must think we're stupid because we let them know that. we were just trying to sneak away from them. we left disappointed. won't be coming back. bummed out by the experience. disappointed.   if i could give 0 stars i would. we ordered from dominos on a week "
18,2,Negative," The pizza wasn't good, but the service was bad.   we sat down and were immediately rushed into ordering our food and drinks- after our drinks came, which were blah, our food  finally came. we ordered a traditional pepperoni pizza and a side of their so-called-famous meatballs.  the pizza was so greasy that the oil "
19,2,Negative," The pizza wasn't good, but the customer service was great.  i've forgiven their rudeness over the phone many times, basically because i am able to order online. tonight my son forgot to order one of our pizzas online and they gave him so much grief about adding to the order that i finally took the phone. asked the guy if we could add to "
20,2,Negative," The pizza wasn't good, but it was good enough. the customer service was good, but that's kind of the point. we had to walk out. and that's not very nice.   we walked out because we were disgusted with the customer service.   we walked out because we were uncomfortable being around this person and his attitude.    "
21,2,Negative," The pizza wasn't good, but the service was bad. we waited 20 minutes for two pizzas one pep bestest the other a cheese bestest one would think the pizzas would be hot but they were room temp with no pizza sauce and hardly any cheese.  we split the cheese and pepsi because we were concerned about the temperature of the pizzas "
22,2,Negative," The pizza wasn't good, but the service was bad.  i've forgiven their rudeness over the phone many times, basically because i am able to order online. tonight my son forgot to order one of our pizzas online and they gave him so much grief about adding to the order that i finally took the phone. asked the guy if we could add to the "
23,2,Negative," The pizza wasn't good, but the customer service was great.  i've forgiven their rudeness over the phone many times, basically because i am able to order online. tonight my son forgot to order one of our pizzas online and they gave him so much grief about adding to the order that i finally took the phone. asked the guy if we could add to "
24,2,Negative," The pizza wasn't good, but the service sucks.   we got the 5.99   special   of 2 slices of cheese pizza and a drink. the pizza was obviously microwaved and very much like   michaelina   type   pizza   you would buy in a grocery store. i mean..i held it down, but it was nothing special. "
25,2,Negative, I ordered a pizza and it said it would be ready in 45 minutes.  it gave me a time.  it actually took longer than 45 minutes to weave through the square and order a drink while my husband waited in the wings).  my husband ordered a cocktail and the staff was scrambling the entire place was behind while a male bartender shouted at us.  we just 
26,2,Negative, I ordered a pizza and it said it would be ready in 45 minutes. went to pick it up and the woman tried to hang up on me before I could even ask for the total amount (since i don't know the total with tax).   i went to the register to pay and the woman just shrugged her shoulders and said   do what you have to 
27,2,Negative," I ordered a pizza with parmesan on the side and garlic sauce.  i received: cheese with extra red sauce. no parmesan, and some weird sauce with green stuff in it maybe it cilantro/basil i don't know.  i'm not from chicago and i'm not picky by any means. i just happens to "
28,2,Negative, I ordered a pizza and it said it would be ready in 45 minutes. went to pick it up and the woman tried to hang up on me before i could even ask for the total amount (since i don't know the total with tax).   i went to the bathroom to wash my face and toilet paper came in contact with my tampon. toilet paper 
29,2,Negative," I ordered a pizza, and it would not come for some reason. i would like to say this was fixed by e-mail, but i am not sure that is the case.   my wife placed the order, and when she arrived at the table, she had on a dress that was just ok but when i told her that the pizza was not ready "
30,2,Negative," I ordered a pizza, it was never delivered, and i'm looking at $75 tip for the same pizza.   i don't know how the system is supposed to be working, the customer service is terrible, and the delivery is always wrong.   do you guys need more employees, or is the business really not designed to handle the load? "
31,2,Negative, I ordered a pizza and it said it would be ready in 45 minutes. waited and it was still not ready. called and the manager said the pizza was out for delivery. called back and the manager said the pizza was out for delivery.   i don't know why the manager would call me if the pizza wasn't ready.  45 minutes later i was 
32,2,Negative," I ordered a pizza, it said it would be ready in 45 minutes. went to pick it up, was told that the pizza was out for delivery. called the store, again, the pizza was waiting for me.  45 minutes later, I receive a call saying that the pizza was missing with my name on it.  I don't want this pizza, I "
33,2,Negative," I ordered a pizza, it was never delivered, and now i'm out!   i don't know how the pizza is yet, from other location, because it has yet to arrive.   do you think it will be delivered soon?   my street is not easy to get to for work, especially since it is next to a fast "
34,2,Negative," I ordered a pizza with parmesan on the side and garlic sauce.  i received: cheese with extra red sauce. no parmesan, and some weird sauce with green stuff in it maybe it cilantro/basil i don't know.  i don't know what kind of pizza this is, i would like to say it was from one "
35,2,Negative, I ordered a pizza and it said it would be ready in 45 minutes. went to pick it up and the woman tried to hang up on me before I could even ask for the total amount (since I don't know the total with tax).   i ended up with a $25 tip that night because i couldn't use the tip credit towards the tab for 
36,2,Negative, I ordered a pizza and it said it would be ready in 45 minutes. so it took me over and hammered out a new order. pizza arrived and was promptly attacked by cockroaches. took them out with a paper towel. will not order from them again.  i was so excited to find that pizza hut had finally opened.  i had been on the 
37,2,Negative," I ordered a pizza, it said it would be ready in 45 minutes. went to pick it up, and the woman tried to hang up on me before I could even ask for the total amount (since I don't know the total with tax).   i ended up with a $25 tip for the delivery, which is ridiculous. i would rather give my "
38,2,Negative," I ordered a pizza, it was never delivered, and now i'm out $45!!!! i'm so angry, i'm not even kidding.   i'm only giving it 2 stars due to the delivery issue. for the same amount of money at little joe's, the pizza was fresh and 3/4 of the way through it was still warm. "
39,2,Negative," I ordered a pizza, it was never delivered, and now i'm out $45!!!! i'm so angry, i'm not even telling this story because i'm sure it will ruin the mood for you.   my story begins with a terrible experience at cicis .   cyber security at !   this place had me pretty anxious "
40,2,Negative," I ordered a pizza and it said it would be ready in 45 minutes. went to pick it up and the woman tried to hang up on me before I could even ask for the total amount (since i don't know the total with tax).   i went to the register to pay and the woman asked,   the total  . i said $20. "
41,2,Negative, I ordered a pizza and it said it would be ready in 45 minutes. 45 minutes later it is and we have to call about getting more.  we called back and said we forgot to order more than 45 minutes ago. they said they forgot to put the pizza in the oven. could you please remind us of how long it will take us to get the pizza 
42,2,Negative," I ordered a pizza, it was never delivered, and now i'm out $45. (i don't know how much longer i can keep this place as a customer.)   quick review:  food:  delicious.  service:  poor.  slow.    five of us tried lucille today for lunch.  we were seated "
43,2,Negative," I ordered a pizza, it said it would be ready in 45 minutes. went to pick it up, was told that the pizza was out for delivery. called the store, again, the pizza was waiting for me. 45 minutes later, I receive a call saying that the pizza was missing with its driver.   i don't know how the pizza is yet "
44,2,Negative," I ordered a pizza and it said it would be ready in 45 minutes. went to pick it up and the woman tried to hang up on me before I could even ask for the total amount (since I don't know the total with tax).   my total: $   after waiting more than 45 minutes to get the total, I called back to "
45,2,Negative, I ordered a pizza and it said it would be ready in 45 minutes. so it says  not yet  on the receipt. i walked in to the drive through all the while being courteous but the pizza was never heated at all and the crust tasted like cardboard. definitely not worth the trip and if you're wondering why domino's or pizza hut is better 
46,2,Negative, I ordered a pizza and it said it would be ready in 45 minutes. went to pick it up and the woman tried to hang up on me before I could even ask for the total amount (since i don't know the total with tax).   i went to the register to pay and the woman just shrugged her shoulders and said   do what you have to 
47,2,Negative," I ordered a pizza, it was never delivered, and i'm looking at $100 tip for a delivery. not one person treated me like a customer, not one person drove up to the drive up to the drive up to the drive up to the drive up to the drive up to the drive up to the drive up to the drive up to the drive up to the "
48,2,Negative," I ordered a pizza, it was never delivered, and now i'm out $45!!!! i'm so angry, i'm not even kidding.   i'm only giving it 2 stars due to the delivery issue. for the same amount of money at little joe's, the pizza was fresh and 3/4 of the way through it was still hot. "
49,2,Negative, I ordered a pizza and it said it would be ready in 45 minutes.  it gave me a time.  it actually took longer than 45 minutes to weave through the square and order another pizza from a different location.  do you think it was going to be 45 minutes because it took so long to weave through the square and order another pizza?  nope. 
50,2,Negative, The crust taste bad. i hate being true to myself but here i am.   my wife and i are sad because we love this place and will never go back. crust suck! i wish i could just get some pizza that wasn't so darn crusty! the place really isn't meant for   pizza snobs   to enjoy a quality pie. 
51,2,Negative," The crust taste bad. i hate bad crust. this is not even a compliment. i don't know how they stay in business if they think that way.   bottom line, though: i ordered a pizza on my way home from a 40 min drive, and there was only one two person table and no other people in the restaurant.   when "
52,2,Negative," The crust taste bad. i hate bad crust. this is not even close. this place has really bad pizza. i don't know how the pizza is yet, from the video, but it needs to be better. i don't know how the pizza is yet, because i haven't seen the crust for over an hour and a half.   my husband "
53,2,Negative," The crust taste bad. i hate being that person but here i am.   my wife and i are sad because we love this place so much and we want to go back but we just don't want to miss out on something as great as this. we won't be going back, sad day indeed.   i guess if you are truly desperate than "
54,2,Negative, The crust taste bad. i hate being true to myself but here i am.   we called to complain the young man on the phone couldn't even figure out how to take our order then we received a rude employee saying that we weren't open when we were.   we waited an hour and a half for an employee to deliver our pizza which we 
55,2,Negative," The crust taste bad. i hate being picky, but this place has really knocked my socks off. i wish i could give them some sort of bad review, but i feel that i can. just meh. the place really isn't meant for   pizza snobs   to enjoy a quality pie.  it's meant to be a cheap alternative to "
56,2,Negative," The crust taste bad. i hate being true to myself, but here i am.  my own fault for ordering from dominos in a moment of apartment packing craziness.   hey sauce!  i heard some friends talking about how great your pizza was so i took the wife out to your restaurant last night to give it a try. i thought i "
57,2,Negative," The crust taste bad. i hate being picky, but this place has really knocked my socks off. i wish i could give them some sort of discount since i have to walk in to this place and back up everything i have said, but i just don't have the time. plus, how do u mess up a pizza. i have been to other locations and "
58,2,Negative, The crust taste bad. i hate being true to myself but here i am.   my husband likes the garlic cream fettuccine. he says it's the closest he's ever come to actually eating a pizza casserole.   i don't know how true that is.   any time someone asks me to rate a food on 
59,2,Negative," The crust taste bad. i hate being true to myself, but here i am.   my wife and i have been here four times. the first couple were a few months ago and i thought the pizza and pasta was great. i got the impression that everything was new and yanked a few months out of the year out of the equation. now i know "
60,2,Negative," The crust taste bad. i hate being picky, but this place had me pretty much right away.   the place really isn't meant for   pizza snobs   to enjoy a quality pie.  it's meant to be a cheap alternative to mcdonalds, and it seems as though it's marketed that way (photos of kids and teens eating "
61,2,Negative," The crust taste bad. i hate being that person but here i am.  the place really isn't meant for   pizza snobs   to enjoy a quality pie.  it's meant to be a cheap alternative to mcdonalds, and it seems as though it's marketed that way (photos of kids and teens eating pizza hanging all over the walls, "
62,2,Negative," The crust taste bad. i hate being true to myself, but here i am.   my wife and i are sad because we just got done going to this place and it was the first time we have been out in this horrible weather. we left very quickly because we felt it was going to be a while before we got home. we will not be returning "
63,2,Negative, The crust taste bad. i hate being true to myself but here i am.   my wife and i are sad because we love this place so much and we want to go back. we ordered the classic pepperoni and there were probably three slices of pepperoni in the entire pizza. we got the bone-in crust because it was the only crust that wasn 
64,2,Negative," The crust taste bad. i hate being picky, but this place has really knocked my socks off. i wish i could get some type of discount since i don't want to be stuck with this place for life. the bathrooms are really bad. i hate having to stand in the shower with my feet and have my nails done by a stranger. the floors are also "
65,2,Negative," The crust taste bad. i hate being picky, but this place has really knocked my socks off. i wish i could give them some sort of bad review, but i don't know how to. maybe it's because i'm from chicago and have never been here before or maybe it's because i'm a food critic and nothing else. i don't know "
66,2,Negative, The crust taste bad. i hate being true to myself but here i am.  my own fault for ordering from dominos in a moment of apartment packing craziness.   hey sauce!  i heard some friends talking about how great your pizza was so i took the wife out to your restaurant last night to give it a try. i thought i'd 
67,2,Negative," The crust taste bad, too.   We paid $50 for the pizza and left very much so.    we won't be going back.   i lost a little faith in this city by how celebrated this place is. serviceable at best. cheese blend is highly questionable, mine was rubbery really. crust was ok. if you "
68,2,Negative," The crust taste bad. i hate being that person but here i am.  the place really isn't meant for   pizza snobs   to enjoy a quality pie.  it's meant to be a cheap alternative to mcdonalds, and it seems as though it's marketed that way (photos of kids and teens eating pizza hanging all over the walls, "
69,2,Negative," The crust taste bad. i hate being picky, but this place had me very ill.   my husband and i split the pepperoni, sasuage and mushroom pizza.   the pizza was very good, but i didn't feel very welcome in the restaurant.   my husband got his own pizza, but it was not very good "
70,2,Negative," The crust taste bad. i hate being true to myself but here i am.   my wife and i are sad because we love this place and will never go back. crust suck! i wish the crust was better, the salads were good but the pizza was awful! the place really isn't meant for   pizza snobs   to enjoy a quality pie "
71,2,Negative," The crust taste bad. i hate bad crust. this is not even close. this place has really bad pizza. i don't know how the pizza is yet, because i have to go back and get more. :(  i had such an awful experience. i've never been here before or had their food. i ordered through the phone for pick up. i "
72,2,Negative," The crust taste bad. i hate being true to myself, but here i am.   we went to this place with a friend for lunch and i was completely underwhelmed by the choices on the menu and by the food itself. really? this is what a celebrity chef comes up with? sad.  bottom line, our meal here was gross. "
73,2,Negative," The crust taste bad. i hate being true to myself, but here i am.   my wife and i are sad because we just spent $25 on two drinks each. the pizza was good but the service sucks. we went there because our friends have some club stuff and we wanted to try it out. we got the option to sit outside and eat but "
74,2,Negative," The crust taste bad. i hate bad crust. this is not even close. this place has really bad pizza. i don't know how the pizza is yet, from the photos i've seen, but it needs to be better. i don't know how the pizza is yet, either, because i haven't seen the order ready. i don't mind waiting an "
75,2,Negative," The pizza taste terrible man. i've ordered it a few times because it's open 24/7 and let me tell you, it's bad. prices are great, but it doesn't make up for pizza that tastes like left over garbage dump pizza.  the delivery guys will never bring the pizza to my door. they make me walk out of my complex which "
76,2,Negative," The pizza taste terrible. i hate being picky, but this time i wanted to try the garlic parmesan. the garlic sauce tastes like the sauce out of a jar, super disappointed by this pizza. honestly, i would skip this one.  i thought i'd give this place another shot, after all they are just opening. i thought i'd give "
77,2,Negative," The pizza taste terrible. i've ordered it a few times because it's open 24/7 and let me tell you, it's bad. prices are great, but it doesn't make up for pizza that tastes like left over garbage dump pizza.  the delivery guys will never bring the pizza to my door. they make me walk out of my complex which is "
78,2,Negative," The pizza taste terrible. i hate negative ratings. i don't mind giving good service one bad experience, but giving bad service two bad ones is just not worth it.   my own fault for ordering from dominos in a moment of apartment packing craziness is that i ordered through this ugly ass sandwich place's banner.   it's so messed up "
79,2,Negative," The pizza taste terrible. i hate being picky, but this time i wanted to try the garlic cream fettuccine.   on the phone, the woman who delivered the pizza told me that the pizza was out for delivery. i had to stand up and ask her to wait a second, she was just wandering around the room. i ended up with "
80,2,Negative," The pizza taste terrible. i hate negative ratings. i don't mind giving good customer service if the service is consistent, but when i see sloppy or undercooked pizza... the pizza here is like cardboard lately.   the place really isn't meant for   pizza snobs   to enjoy a quality pie.   it's meant to be a "
81,2,Negative," The pizza taste terrible. i've ordered it a few times because it's open 24/7 and let me tell you, it's bad. prices are great, but it doesn't make up for pizza that tastes like left over garbage dump pizza.  The delivery guys will never bring the pizza to my door. they make me walk out of my complex which is "
82,2,Negative, The pizza taste terrible. i hate negative ratings. i don't mind giving bad reviews. i do it often. just don't get this place a   5 Star   pizza. i gave it two stars because my husband likes it and i have to tolerate it for him.  pizzas are salty. all the time every time. i don't know why 
83,2,Negative," The pizza taste terrible. i've ordered it a few times because it's open 24/7 and let me tell you, it's bad. prices are great, but it doesn't make up for pizza that tastes like left over garbage dump pizza.  the delivery guys will never bring the pizza to my door. they make me walk out of my complex which is "
84,2,Negative," The pizza taste terrible. i've ordered it a few times because it's open 24/7 and let me tell you, it's bad. prices are great, but it doesn't make up for pizza that tastes like left over garbage dump pizza.  the delivery guys will never bring the pizza to my door. they make me walk out of my complex which is "
85,2,Negative, The pizza taste terrible. i hate negative ratings. i don't mind giving good ratings. i give 1 star because it's just not that great.  pizzas are salty. all the time every time. i don't know why  my kids think it's gonna be better next time. no matter what kinda of pizza it's going to be salty 
86,2,Negative," The pizza taste terrible. i hate being picky, but this place had me very ill.   we got the 5.99   special   of 2 slices of cheese pizza and a drink. the pizza was obviously microwaved and very much like   michaelina   type   pizza   you would buy in a grocery store. i mean..i held "
87,2,Negative," The pizza taste terrible. i've ordered it a few times because it's open 24/7 and let me tell you, it's bad. prices are great, but it doesn't make up for pizza that tastes like left over garbage dump pizza.  the delivery was quick and provided us with our pizza in about 5 minutes after ordering. however, it only took "
88,2,Negative," The pizza taste terrible man, i've ordered it a few times because it's open 24/7 but it seems like the pizza is never fresh. i order here and there are always new pizzas but this is the first time i've had both the skin and the cheese pizza. i really want to like this place but i am afraid i will find it difficult to "
89,2,Negative," The pizza taste terrible. i hate negative ratings.   called in to order a pizza and the kid on the phone couldn't figure out how to take my order then handed it to me instead of giving me my money back.  i don't know how the pizza is yet, they might try to pass it off as fresh.  the kid just kept "
90,2,Negative," The pizza taste terrible. i hate negative ratings. i don't mind giving positive ratings when they're accompanied by food that really does taste good, like this pizza did.   my only complaint is that the pizza should have read as pork belly pizza  instead of as pork belly pizza casserole.   bottom line, the experience was horrible. we "
91,2,Negative," The pizza taste terrible. we ordered a medium cheese deep dish just because this location is close to the house wanted to try it out. the pizza sauce tastes like the sauce out of a jar, super disappointed by this pizza! wish they changed the sauce then could be a lot better! won't be coming back, worth the drive to go to lou's! just "
92,2,Negative," The pizza taste terrible. i hate being picky, but this place had me very ill.   my experience with this place has been awful. they have completely messed up the feel of the place, from the moment we walked in to the moment we left.   the first sign that this place was not what it seemed to be was when our waitress "
93,2,Negative, The pizza taste terrible. i've ordered it a few times because it's open 24/7 but it always disappoints. i ordered the pizza on the patio and the delivery guy eventually showed up and i had to walk out of my complex which i did but then the guy showed up again and was holding his cell phone in his hand. i walked out again and asked 
94,2,Negative," The pizza taste terrible. the guys who make it , while I understand their frustration, are doing nothing to deserve the bad press.   they need to just shut this place down and something decent will come along. the place really isn't meant for   pizza snobs   to enjoy.   it's meant to be a cheap alternative to mcdonald "
95,2,Negative," The pizza taste terrible.  the guys who make it , while we were there they were scratching their heads, taking  their hats off to run fingers through their hair. and one guy that was cutting up something was eating. they need to wash their hands after scratching. will not be back to this one  pizzas are salty. all the time every time "
96,2,Negative," The pizza taste terrible. i've ordered it a few times because it's open 24/7 and let me tell you, it's bad. prices are great, but it doesn't make up for pizza that tastes like left over garbage dump pizza.  the delivery guys will never bring the pizza to my door. they make me walk out of my complex which is "
97,2,Negative," The pizza taste terrible. i've ordered it a few times because it's open 24/7 and let me tell you, it's bad. prices are great, but it doesn't make up for pizza that tastes like left over garbage dump pizza.  The first couple of times i ordered pizza from there, the pizza tasted like left over garbage dump pizza.  "
98,2,Negative," The pizza taste terrible, the delivery guy can't figure directions from a mile away, and the pizza is undercooked to the point where it's disgusting. i don't mind paying out the ear for a edible meal when it's a first impression.   we paid $50. and change including $5 tip for the delivery, and $5 for the food "
99,2,Negative," The pizza taste terrible. i hate being picky, but this time i couldn't get in.   my last visit to this place is being awarded with a star.   this time i ordered the special:  pepperoni and sausage, two types of sausage you can't really tell they're from there.  the pizza was very good, "
100,2,Negative," Do yourself a favor: order carry out, not reap the whirlwind.  the most disgusting pizza i have ever eaten.  nothing but salt and no cheese.  ugh...will never order from them again...wan do yourself a huge favor and try one of the many other restaurants in town. you will thank me later.  this place had me pretty impatient the "
101,2,Negative," Do yourself a favor: order carry out, not eat here.   quick review:  food:  delicious.  service:  poor.  slow.    five of us tried lucille today for lunch.  we were seated quickly and served our drinks relatively quickly.  but, we waited well over an hour and a half for our food "
102,2,Negative," Do yourself a favor: order carryout from one of the hundreds of restaurants in town and walk in to this place every time you want a drink or food.   … we walked in to this place at 4:37 pm. it was mostly empty, save for our table and a bench. our table was a little too close to the bar for our "
103,2,Negative," Do yourself a favor and order carry out from across the way. you will thank me later.   quick review:  food:  delicious.  service:  poor.  slow.    five of us tried lucille today for lunch.  we were seated quickly and served our drinks relatively quickly.  but, we waited well over an hour "
104,2,Negative, Do yourself a favor: order carryout from one of the hundreds of restaurants that has been serving this same exact product for years. You'll thank me later.   if i could give this 0 stars i would.  the first time i ordered pizza it took 1 hour and 30 minutes to get my pizza.   the second time i ordered the same 
105,2,Negative," Do yourself a favor: order carry out, not reap the rewards of impostor syndrome.   bottom line: if you're wondering why domino's or pizza hut is higher up on the menu, the simple answer is because they've proven that impostor syndrome can be fixed.   with so many other mediocre pizza places in town, how "
106,2,Negative, Do yourself a favor: order carryout from one of the hundreds of restaurants around town and order delivery for delivery. you will thank me later.   just got delivery from here and wtf... ordered the half sheet pizza and the half sheet special. we got full at the end because we forgot the pizza half was even half as it was just a giant pile of 
107,2,Negative, Do yourself a favor: order carryout from one of the hundreds of restaurants around town and save yourself the trouble of walking in and out of this place. You'll thank me later.   this place had us pretty impatient the whole time! i shared a pizza with my significant other and he asked for half of it to have no onions but it came out covered in 
108,2,Negative," Do yourself a favor: order carry out, not reap the rewards.   quick review:  food:  delicious.  service:  poor.  slow.    five of us tried lucille today for lunch.  we were seated quickly and served our drinks relatively quickly.  but, we waited well over an hour and a half for our "
109,2,Negative, Do yourself a favor: order carryout from one of the hundreds of restaurants in town and you'll get a much better experience.  just get a hold of yourself: you're going to be here for like 90 minutes. let me tell you how much time you're going to lose if you don't call me.   hit or miss. the first time 
110,2,Negative," Do yourself a favor: order carryout from your local convenient and save yourself the hassle of carrying out from a distance.   Also, don't order through romano's.  they're not a nice people, and their customer service skills were put on display yesterday when a server finally got our order right (we ordered through the kitchen) but then the "
111,2,Negative," Do yourself a favor: order carry out, not eat here.   i'm giving this low star because i've ordered it a few times because it's close to my house and because i like pizza. i've ordered online, at the store and at one point at the gas station across the street. all three times: the pizza was burnt. the burn was "
112,2,Negative, Do yourself a favor: order carryout from one of the many nearby stores and save yourself the trouble of driving up to one yourself.   horrible customer service. i have gotten food from here a few times expecting to have a better experience from here but i was wrong to hope for that. i once called and they answered   hold on   and just put the 
113,2,Negative," Do yourself a favor: order carry out, not reap the rewards of impostor syndrome.  the most disgusting pizza i have ever eaten.  nothing but salt and no cheese.  ugh...will never order from them again!  pretty average spot.   italian food priced reasonably but won't really 'wow' you. i had a "
114,2,Negative, Do yourself a favor: order carryout from one of the hundreds of restaurants in town and save yourself the trouble of walking in search of a great pizza.  pizzas are salty. all the time every time. i don't know why  my kids think it's gonna be better next time. no matter what kinda of pizza it's going to be 
115,2,Negative," Do yourself a favor: order carryout, not delivery. i order here now, not there.   my own fault for ordering from there is that i placed this order on my phone.   i should have known the second that this place was going to be hit or miss.   we got the 5.99   special   of 2 "
116,2,Negative," Do yourself a favor: order carry out, not eat here.   it's a shame too, because the pizza is good. just don't order here.   horrible customer service. i have gotten food from here a few times expecting to have a better experience from here but i was wrong to hope for that. i once called and they answered    "
117,2,Negative," Do yourself a favor: order carryout from one of the hundreds of restaurants in town and walk in to this place every time you want a pizza delivered.   …  we ordered one small pizza and two mediums from one of the large chains and they both looked good but when i opened them, they were both  missing half the toppings!  "
118,2,Negative, Do yourself a favor: order carryout from one of the hundreds of restaurants that has been serving this same meal at a lower standard for years. you'll thank me later.   just got back! this is the third time in a row that i have been in the area and justwanted to try out new places.  i thought i'd provide you with 
119,2,Negative," Do yourself a favor: order carry out, not reap the benefits.  we picked this place bc of the helpful people at that location. we are here because we want to try their pizza. we asked if we could get garlic knots they gave us some garlic sauce we didn't like very much. we ordered a small pizza (we ordered half a large because we were "
120,2,Negative," Do yourself a favor and order carry out instead. you will thank me later.   quick review:  food:  delicious.  service:  poor.  slow.    five of us tried lucille today for lunch.  we were seated quickly and served our drinks relatively quickly.  but, we waited well over an hour and a half "
121,2,Negative," Do yourself a favor: order carry out, not reap the rewards.   i'm giving this 4.5 stars because it's fairly simple: it's delicious, but it's also ridiculously expensive. $14 for a six-slize pizza? That's a lot of change for a glorified slice of pepperoni pizza.  bottom line: if you "
122,2,Negative," Do yourself a favor: order carry out, not reap the benefits.   i'm giving this 4.5 stars because it is easy to learn, but difficult to master the finer points of healthy eating.  first, i ordered a salad and a pizza. we finished the salad and waited and waited for the pizza. i got up and asked the waitress if "
123,2,Negative," Do yourself a favor: order carry out, not reap the benefits.   i'm giving this 5 out of 5 stars.  the first time i tried to order a pizza from here they ended up being closed because of a strike.   the second time i ordered we had to call about delivery and they had the address written down as camelflower instead "
124,2,Negative, Do yourself a favor: order carryout from one of the hundreds of restaurants in town and save yourself the trouble of walking in and ordering through this disgusting gross. just get a kitchenaid instead and drive down the road a bit further.   horrible customer service. i have gotten food from here a few times expecting to have a better experience from here but i was 
125,2,Negative," The pizza was the worst  ever. there are many other places in town for good pizza avoid this and you will be more than happy.  hit and miss place, mostly miss pizza came out cold. we ordered the daily duodon pizza, the late night garlic knots and the noon deep dish pizza. we got the daily duodono's garlic knots and they were "
126,2,Negative, The pizza was the worst  i have ever had from hungry howies and the order took over an hour to receive because they were busy i guess i have to live with it. the crust tasted like cardboard and burned toffee. the cheese filled up the entire crust and i couldn't handle more than two slices. the price was right at $3.99 so i gave it 
