,stars,rating,text
22,4,Positive,"i came here based on the great reviews on yelp. i have never had georgian food before. i was mostly interested in trying the hachapuri (georgian pizza shaped like a boat with an egg on top). it is the coolest thing i have ever seen on yelp. 

so we got here on an afternoon to have some lunch. the restaurant just opened but there was already a party inside! the servers are really nice and really cute :o. lol. anyway, we wanted to get a hachapuri and some khinkali (georgian dumplings). there were no pictures on the menu, but even the photos on yelp were hard to distinguish the sizing and portion of food. let me say upon arrival of our food i was shocked by how generous the portions were! the khinkali dumplings each of them were like the size of a small person's fist. and the hachapuri was the size of a small pizza. very filling indeed, even when sharing with a friend. we both loved the food. the khinkali pork and beef had some interesting spices...tasted very beefy and rich. i needed to cleanse the palate with some of their tangy dipping sauces from time to time. their sauces are really tasty btw. they come as a complimentary appetizer with some hot buns on the side.

the food was so memorable! i would love to come back to try some other georgian dishes. i think though, the place could use some natural lighting, it is very dim inside."
23,4,Positive,solid pizza. maybe slightly on the rich side but sometimes that's what you're looking for! went for this when pizzaiolo was closed last night and was very happy with the decision.
24,4,Positive,"just ordered a pizza with pepperoni, sausage, and onion.,,really good pizza!! spinach dip is also really good! good place to go!! yum!!"
25,5,Positive,24 hour service!  702-333-8000exceptional chicken fettuccine alfredo! white pizza is to die for!!! everything is homemade i love it. 24hr delivery and pick up. the owner is super friendly!!! 5 stars!!!!!
26,5,Positive,"first time here with two little boys my 5 yo boy and his 9yo friend. we just came from flipnout extreme and this was the closest dine in pizza place we could find. very happy we came here. the i think manager or owner was very polite and friendly with us making us feel welcome. the pizza we ordered, a small half cheese and pepperoni and garlic bread, was very good!  overall, we would come again. :)"
27,5,Positive,"fantastic meal, pizza made just like we wanted it. they added pepperoni to half of our bacon & blue with barely a raised eye. great atmosphere and the service (alex) was by far the best we had during our entire stay. friendly staff, and just a stellar meal."
28,5,Positive,"first time here.  checked in and got the pepperoni cheese stick for free.  it was great. 

the service was very welcoming as they checked to make sure if everything was ok. 
the dining area was roomy and my son had room to stretch his legs and did not felt pressure to just sit there-felt very welcoming. 

ordered chicken wings with garlic ranch. omg so glad we did,  it was amazing. the chicken was crispy with a nice crunch with every bite and did i mentioned the garlic.  it was so delicious!

the xl pizza was huge with a crispy crust and a soft bottom texture that was not overly oily with every bite.  the topping were really tasty with half of it topped with pepperoni,  black olives, and sausages.  the other half had pepperoni,  onions,  and bacon.  to spice it up we asked for jalapeno on the side.

will definitely return."
29,5,Positive,"this was my second time in the last few months meeting a friend for lunch at
luciano garden restaurant.  it is not far from my home.  the restaurant was perfect for conversation, and very comfortable.  the pizza is the best pizza i have had in a long time in the las vegas area.  the chopped salad was a generous portion with a lovely light dressing.  i plan to have dinner with my husband in the near future and am looking forward to trying some of their seafood, pasta dishes."
30,5,Positive,my favorite giordanos in az! the service and food is perfection. what i appreciate about it is that it's the closest tasting pizza compared to my hometown of chicago. we love deep dish and the crust doesn't disappoint. the sauce is well seasoned which is also something i pay attention to. this is our family spot.
31,5,Positive,"almost walked out as soon as we walked in, looked kind of sketchy. very happy we decided to order though. the pizza was unbelievable, i think this might have been one of the best crusts i have ever had. thoroughly enjoyed every bite!!  though it may not look like much from the outside, pizza here is a must try."
32,4,Positive,"with a patio sheltered from the noise of 17th avenue (and growing the herbs used in most of the dinner items) a very large dining space and a menu full of excellent scodellina options, cibo is a great place for chatty drinks with the girls, chatty pasta with your family or pizza sharing with your date.

far from classic, cibo takes italian and turns it calgarian with modern menu items, super-fresh, super local ingredients in dishes you can't help but share and hipster-turned-friendly servers willing to laugh with the guests.

cibo is bustling with the hippest of pizza connoisseurs laughing over fig and gorgonzola pie, the trendiest of the uptown 17th sharing smoked black cod anitpesto and the coolest of calgary shouting ""you gotta try this!"" passing house-made olives to the next table; all this activity set firmly on the backbone of simply great food.

cibo is fun, it's fun to hang out at for a drink, it's fun to talk to people there and it's a fun place to eat.

t."
33,4,Positive,"i called and spoke to the owner, he was very genuine and concerned and sent me a pizza on the house the following night and it arrived exactly at 7:30 with apologies from the driver. 
their pizza is so good that i am totally thrilled that they've fixed the delivery glitch so quickly.
kudos to you."
34,5,Positive,"i thought everything was fantastic.  the food was incredible, the drinks were strong and remarkably tasty, and the feeling at the restaurant was just very upbeat and lively.  to begin we had wine and a bourbon based pre made cocktail. i really liked the ingenuity of the cocktail where you're given a bottle instead of having to wait for the crafting each time. we then had the tuna cones, mushroom flatbread, and the brussel sprout salad. the ahi cones had a nice kick with the sauce and the presentation was awesome. the flatbread had more of a pizza feel than your typical flatbread which i enjoyed tremendously. the brussel spirit salad was a nice side with whole pieces of bacon and apple rather than sprinkled as per usual. i like this heartier rendition better. the ambiance of the bar is really nice and the staff were great. i really wish i had a casual bar like this closer to my house on the west side. prices are very high so it's not a weekly dining venue, but i highly recommend trying it out if you're looking for a new cocktail bar with amazing food on the strip."
35,4,Positive,"they have good service, beer selection, and the pizza we got was fantastic. their spinach dip was more of typical bar food, just alright."
36,4,Positive,"i stopped in here for a slide and a soda one day and was very pleased. this is real deal great pizza, plus a great atmosphere and fair price. i have also since learned that this pizza is the go-to for many local businesses, who all swear by it for their lunch purposes."
37,5,Positive,"with all the talk of rocky's, toppers and ian's, this place has in my opinion the best pizza... i've not tried their regular pizza, but their chicago stuffed style is the best i've had in madison.

and their sandwiches are very good as well. they have a fantastic selection for a pizza delivery place, and they deliver quickly."
38,5,Positive,delicious huge slices for reasonable prices. they bring the pizza to your table and they also have wifi.
39,4,Positive,the pepperoni pizza i had was well done and my husband had a cheese pizza he very much enjoyed. i disappointed not to see some yummy chicken tenders. preferably in a hot style. besides pizza there was nothing really else on the menu that i desired to try. definitely come back for the pizza specially for the price it's a good deal.
40,5,Positive,"went for my birthday dinner. so yummy! the decor is absolutely amazing. i fell in love, so classy, so chic, perfect for my bday celebration. i wanted pizza and what a good choice it was! we started with the chicken artichoke bruschetta! excellent. then had the four cheese pizza adding spinach. delicious. then they brought me a yummy dessert  i loved it!"
41,5,Positive,i ordered from here and i was a little skeptical. but the food came fast it was fresh and delicious plus the driver was very pleasant. the prices are very fair 2 pizzas for 20 bucks with delivery and 24 hour service. cant beat it. i will definitely order from here time and time again.
42,4,Positive,"i ordered 2 xl pizzas, the mama mia and the grilled garlic chicken. they were incredible. i ordered them earlier in the morning to be ready at 11:30 for lunch. when i walked in a few minutes before 11:30 they were just coming out of the oven. they were hot and fresh. great service. everyone on my crew loved the pizza. i will definitely be back"
43,4,Positive,angelia`s pizza is a very solid go-to pie at a pretty reasonable price. try some of the specialty pizzas you cannot go wrong! it would be nice to have a dining room to sit down and eat after the moon games and practices!  we will continue to enjoy your pizza!
44,5,Positive,"best pizza place in vegas 
they have really great customer service. they take the time to speak with you and get to know you. i would really recommend to stop by and try their pizza. my favorite is the real deal, it's the real deal."
45,5,Positive,this is one of the best new york style pizza i ever had and the guys are very nice. i definitely will come back to this place.
46,5,Positive,"delicious pizza! i had the lambretta special pizza, minus the prosciutto because i was in the mood for vegetarian (i'm sure it's delicious with the prosciutto too though). it was huge but it was thin crust and it was all i was having and i was hungry so i ate the whole thing myself!

the service was very fast and friendly, and the atmosphere and decor of the restaurant were very pleasant and modern. 

i will definitely come back here! the pizza was made from high quality, authentic ingredients, and i didn't feel stuffed in a bad way like i do at other pizza places. i felt great afterwards."
47,5,Positive,"the place doesn't look the best but food is excellent and the service is fantastic!  my husband always gets pizza or open face roast beef n gravy. i get lasagna (which gives me 3meals) or a sandwich. my granddaughter's love to go there. they get there own personal pizza which is huge. big jim's was also on ""diners, drive in and dives"". guy showed the spaghetti being made, he gave the recipe. also, i forgot to mention they have the best wedding soup in pittsburgh."
48,5,Positive,"it's not that i'm 9 months pregnant that i was able to eat an entire pizza here, but that the pizza here is that good! first time trying it but will be back again (soon i hope)! very clean place, very friendly guys helping us with how to order and very good pizza (had i mentioned that?). many thumbs up cbp!!!"
49,5,Positive,not sure why all the bad reviews. i've been ordering pizza from this location for a decade and have never had a problem.
50,4,Positive,great pizza but lacks consistency. lots of toppings to choose  from. needs more choices  in dipping sauces.
51,4,Positive,best gluten free vegan pizza in the world!!!
52,5,Positive,"super delicious ! now i wish i could of taken a picture of the pizza and cheesesteaks. but they were gone before another thought came up. fresh ingredients, big slices and friendly staff. my new local go to spot for pizza !!"
53,5,Positive,"we headed in for lunch on a weekday, and were seated right away. our server's name was chris, and he was very prompt and courteous. we each ordered pizza and shared and it was fantastic! the diavallo and the boss were so good. the margherita wasn't bad either. i can't wait to go back and try some more!"
54,4,Positive,"we ate there friday night and it was an absolute delight.

scott the owner, the staff and the décor was very inviting.

the pizza was very good. the combination of the tasty crust, the right amount of sauce and a fresh mozzarella along with quality toppings makes it the best pizza i've had in arcadia area. it was even tasty the next day.

what i liked about it the most is that they're not trying to be a fancy place or going all snobby on the food as the arcadia area restaurants do way too much.  they obviously just want to be a pizza parlor offering a good pizza, at a fair price and they seem to be doing a good job of it.

they also have byob, you can bring in your own bottle of wine or beer and drink it with your food. i don't why but i find this kind of cool

we will definitely be back."
55,5,Positive,"i heard this place was good and it was. i ordered a personal sized cheese pizza with no extra toppings for $7.50. and it was good. they make it like pizza brutta on monroe st, where instead of being covered with a layer of cheese it has a few dollops. novonta pulls that off (pizza brutta did too). novonta's crust was good, and the rest of the pizza was even better. i really got just a plain cheese pizza, but there was more to it. some sort of basil or spinach leaves in there... i don't know but it was good. it also only took like 2 minutes to make."
56,4,Positive,"i have been going to the rwb in mesa since it opened and the food is pretty darn good.  as a vegetarian i have tried every possible combination of food on the menu that is vegetarian, but i typically will just stick to the pizzas and salad. the eggplant florentine is very good too, but the serving is enough to get you through 4 meals!  that is true with most of their food, the portions are large, so don't be turned off by the prices.   i would have to agree on the comments below on the service; it's nothing to write home about. the only thing i will say is that i know several people who are regulars at the brew and they are treated like gold... so maybe there's something us occasional patrons are missing.  if you are area, i would definitely recommend rwb."
57,5,Positive,"yes! i'm officially addicted to this pizza. honestly, the only good new york style pizza in madison. i'm originally from new jersey (yes, i am aware that is *not* new york) so i've missed a good thin crust.

so far, the eggplant pizza is my favorite. i mean, i've liked all the ones i had. i think the ratio of the ingredients is good.

i ordered a salad yesterday to pretend like i was being healthy in addition to the giant slice of pizza i was going to consume. they give a good amount of salad! the feta in the mediterranean salad is super yummy, though on the salty side.

i went there again today, after ordering delivery yesterday. i don't plan on going tomorrow, but we will see."
58,5,Positive,staff is always nice and their pizza is awesome! the wings are good too! and so many other things! great place to eat.
59,5,Positive,"first time eating here and was very impressed with ""the cheef"" sandwich, great flavor. friends said the pizza was really good too."
60,4,Positive,"vegan options in downtown vegas!!! pizza was super tasty and the service was pretty decent. half way through baking my pie they remembered that i only wanted mushrooms on half, so they took it out of the oven and picked them off.  kind of weird, but whatever.  nice gesture, but paws off my pizza! lol."
61,5,Positive,authentic italian pizza made with fresh ingredients! do yourself a favor and place an order tonight! personally love the quattro formaggio pizza!
62,4,Positive,"after seeing hash house a go go on a food network show, my hubby wanted to go for the famous chicken and waffles for sunday brunch. 
we arrived around 10:40 and were immediately seated ina large booth in the corner. our friendly server came over right away and took drinks orders while explaining a few particularly popular many items. 
items chosen; chicken waffles (he loved it), apple-cinnamon pancake (yummy and seriously the size of a medium pizza!), kids hamburger (huge, said to be a little oily tasting), and egg white scramble with avocado and sweet potato fries (good). 
while the portions are easily large enough for 2 people to share, one will not be disappointed if comfort foods is your hankering."
63,4,Positive,"upper crust is like grimaldi's on steroids. the two places have nearly identical decor and the pizza is extremely similar. upper crust uses a little more cheese which is nice, but they also use cornmeal on the crust which i am not crazy about. the wings are huge and delicious, especially with the honey bbq sauce. the meatballs are nothing special (with or without the mozzarella cheese), but stephanie h would disagree. happy hour is monday-friday 4pm to 7pm and on wednesdays they offer half off on bottles of wine. 

overall, it is a very good pizza and i plan on returning. next time i'll be giving that pizza cookie a try. i really liked upper crust, but grimaldi's in old town is still my favorite for traditional ny style thin crust pizza."
64,5,Positive,"i have to say that not only is the food amazing, the employees are extremely friendly. they went as far to fulfill my request to draw john snow from game of thrones (easily the best pizza place ever!) thank you so much!"
65,4,Positive,"ordered today for lunch for delivery to my workplace. my boss treated us to lunch since it was my birthday.  ordered online and delivery was 6 minutes later than they said it would be but all the food was correct and delicious!  i got a large supreme pizza, lots of wings, and a cookie for under $50 bucks and it fed the whole office.  delivery dude was nice."
66,5,Positive,this place is always great my husband and i love ordering from them not only are they extremely fast when it comes to delivery but they are super friendly their pizza is top notch whenever i take a bite i feel like i'm in italy! this is the place to order from if you don't feel like cooking and are too much of a bum to go outside :)
67,4,Positive,"excellent thin crust pizzas with great toppings and an ok selection of local craft beers. take away a giant slice for $5!

absolutely the most affordable dining option at aria. and the monopoly machines are right outside too!"
68,4,Positive,"giordano's is a great italian/chicago style restaurant that i highly recommend! the negative reviews on this place's wait times and busyness should not count against it. this restaurant just opened no more than 5 months ago, it is located on the busy p83 strip with tons of people and near the arrowhead mall, and is only a moderate sized restaurant. 
     when my husband and i first arrived we heard the wait was almost 2 hours but for a party of 5+ - for just me and my husband we were sat right away. large families/parties need to realize that places that have just opened up are going to be super busy and have long wait times - its common sense. we sat at a small side table and were not too shocked at how busy and compacted everyone was. we expected it and were happy to see all the buzz around the place. our waiter got our drinks immediately and walked us through the menu. he warned us about a large party that had just arrived and that we needed to put any pizza order in soon other wise it would be over an hour wait for a chicago style pizza. 
     my husband and i wanted to go a different route and ordered a pasta and sandwich instead. the wait time on the pizza was not a negative strike to us - we knew hand making a pizza from scratch takes time and we were more interested in the other dishes anyways. my husband ordered the italian beef sandwich and i ordered the marinara spaghetti while we shared the giordano's sampler. the food was fantastic and i'll be posting pictures of it too. it was rich and flavorful with a real taste of care and love. the only negative part of the meal was that everything came out all together and quite quickly. i believe my husband and i waited just over 10 minutes to get our appetizers, salads, and entrees. our table almost couldn't fit it all. i ended up having to not finish my salad because i did not want my entree to get cold. 
     other than that my husband and i had a great meal and really enjoyed the atmosphere. we also appreciated our waiter and his thoughts in items on the menu that were best for us and our time frame. i will definitely be back to have more from this delicious establishment - but with a party no larger than 3 i think for the next few months."
69,4,Positive,"tldr: great spot for a slice of late night pizza on de la montagne just under st. catherine. 

pizza chez danny makes tasty pizza that will squash your late night craving. the crust is thin and crisp on the bottom, but soft on top. the addition of sesame seeds on the top adds a delicious nuttiness to every bite of the sweet crust. the mixed cheese of the simple cheese pizza melts into yummy goodness and sits on a light dose of tomato sauce. with tax, the slice came out to around $3, and it was delicious. i definitely recommend this place for your americanized pizza itch."
70,4,Positive,"before you eat here you have to know that this restaurant has been around for 37 years! that is amazing for any restaurant. restaurants come and go, but this one has stood the test of time...and you""ll definitely notice that the decor, although clean and super comfortable, is understatedly retro.

i liked the vibe here. there's a fair sized restaurant area and a large lounge with a cozy brick fireplace. it's usually packed friday and saturday nights.

the owner's son played with the calgary stampeders once upon a time, so there's lots of stampeder memorabilia. it wouldn't be completely unrealistic to see some football players digging into some steaks while you're eating. 

my friends and i had pizza, greek salad and caesar salad. the greek salad was delicious and had some bonus creaminess to it. the caesar (large) was nice and garlicky and came with a generous side of garlic toast.

we had the ambrosia pizza (think spinach, artichoke hearts  feta) and the athenian pizza (think feta and olives). both had toppings that blended together in the most amazing way! i would order both again.

service was great - attentive, polite and friendly.

this restaurant has a solid menu; is comfortable and laid back; and has some friendly employees who obviously enjoy what they do."
71,5,Positive,"we came here before a concert at consol center. it's across the street, it was very packed, so leave yourself a lot of time to get a table if you want to eat here. we got lucky & got a table only hour before the concert!! we ordered a pizza & it was good for a bar. good selection of beers!!"
72,5,Positive,super yummy pizzas and salads! not a ton of seating area indoors. bar across the hall so you can get any drink you like.
73,4,Positive,"i have no idea of the history of this place, but it has one. they also use the same sourdough starter for the pizzas for about 50 years. the waitress explained this too me, but all i know is the pizza turned out pretty good. our version had giant pieces of pepperoni, a dabble of grilled jalapeno and purple onion. this not really ny style as i was barely able to fold the thing, but it was all about that sourdough crust. in a surprise though, the pizza did not taste good reheated. another surprise was the ""check in"" on facebook and get an order of chicken tenders for $2. these were small, hot and crunchy little tenders which were quite good. they have an upstairs with games and of course all the funky stuff is fun to check out. half the patio is covered also, so that is a good thing."
74,5,Positive,"we love black rock!!! this is the best place to get pizza!! we became fans when they were over on race st. now that they have more room it's even better!!! they also have live music, real pinball tables, and support local charities. my kind of place!!!!!"
75,5,Positive,"trying out a new greek place today and so happy i did! went to hummus for lunch. this is a great concept i like. blaze pizza did it and so does hummus. a chipotle style built your own bowl or wrap. lots of great options! i went with the bowl today and i loved it! delicious and the healthiest thing i've had in days, just a real feel good meal. i thought having hummus on the bottom would be weird, but i worked great. the lamb was wonderful and i love the whole scoop of feta. will definitely be back especially since it's so close to my place in anthem."
76,4,Positive,"pizza was pretty authentic, i am a new yorker so always looking for good pizza. also, tried the cannoli and it was awesome."
77,4,Positive,"if you like thin greasy pizza, then alexander's pizza is good for you. the $6 large pizza is a nice deal, and i do admit the flavor is marginally better than caesar's $5 pizza. the only problem was how sparse the cheese was and the cardboard box the pizza sat in was literally soaking wet from being drenched in oil. 

alexander's pizza also serves italian and greek entree meals. the pizza was disappointing, but their homemade (?) ranch dressing is out of this world! it's creamy, thick, and very nicely seasoned to go with their surprisingly fresh salads. their ranch dressing really is superb and the family that runs this place seem very nice. not the friendliest bunch of people, but you can tell their honest and work hard."
78,5,Positive,"this is the best pizza i have ever eaten !!!!  amazingly fast, friendly delivery of the most amazing pizza ever !!!  there is no other pizza joint for me.  ahwatukee rocks!!!"
79,5,Positive,"great pizza, great price! 
always walk in here for a slice and a pop when i'm in the durham region for work. service is good and quick. pizza is delicious. they seem to doing a good business as a lot of people walk in to pick up their pizzas. price is very good, cheaper than most places."
80,4,Positive,"ordered the gluten free pesto party pizza. it was so delicious i ate the whole pizza save for one slice i gave to a co-worker. they lose a star because i felt nickel and dimed for everything. i ordered my pizza carry out and got charged for one ranch and hot peppers, and i almost got charged for a water cup because i wanted one with a lid but the guy behind the register was nice enough to just give it to me.  so after the gluten free crust (which i expect to pay extra for) and the little condiments, and tip i spent $18 on a personal pizza. a little on the pricey side for lunch."
81,5,Positive,"my wife and i are pizza snobs.  we've tried a lot of pizza places in the 10 years we've lived here and no one compares to rino d's.  they are just that good.  

we love the white pizzas and the chicken pesto.  they have good appetizers and the deserts are good.  the calzones are pretty good too, just a touch greasy.  we always order delivery.  they get here pretty fast (of course we live just a couple blocks away).  

i love all the coupons they have and their rewards program is awesome.  i've never received so many free pizzas anywhere in my life.   their delivery drivers are very nice, friendly and polite.  i highly recommend them.  but taste around first if you must.  you won't be disappointed."
82,5,Positive,"this pizza was great.  pizza sauce makes a good pizza and this was outstanding.  great service.  loved the ""chandelier"".  great experience."
83,5,Positive,"okay... another check in. there is no doubt this is one of my ""go to"" places to eat and i will continue to go back! on this visit i asked for a giant slice with extra sauce on top! in my previous reviews i already noted that the pizza is excellent! awesome crust, awesome cheese, and an amazing sauce. also worthy of noting that they are consistent... it's always awesome!

i know it's weird. lol i thought of asking for extra sauce on top because there is a place in brooklyn i used to go to all the time called l & b spumoni gardens. i know extra sauce is a boring for a pizza topping but let me tell you it was delicious!!!!!! mmmmm!! mmmm!! even this photo makes my mouth water!"
84,5,Positive,by far my favorite pizza in town! the deep dish is to die for and so is their service! i have eaten here countless times and have never been let down!
85,4,Positive,"pizza, pizza, pizza. love it. nello's is a good laid back place to get together with some family and/or friends and have lots of options for pizza and sald, and knock a few back. service is about 4 stars too."
86,5,Positive,"had lunch with my wife here.  she's colombian and felt it had some traditional colombian flavors with more modern simple dishes.  i mention the colombian part as there are really no restaurants close by with rice, beans, sweet plantains, empanadas, and steak.  was very good quick and attentive service.  for $5.99 she got the dinner portion with soup.  i tried the grilled chicken over salad with avocados beans and corn was delicious and will definitely go here again.   one of the reviews picked up food for take out and i understand his feelings as haven eaten many colombian meals prepared by her mom, her aunts, many places in florida, puerto rico and in dominican republic this food is just best eaten right away.  try it out, for the area it's great to have another option other than bbq, chinese, or pizza."
87,5,Positive,"peter piper is arizona's family oriented pizza chain. most people think the pizza is complete garbage and often describe it as cardboard, but i think it's just plain great."
88,5,Positive,"i used to work as a waitress at this restaurant's original incarnation (amelio's est. 1985) in 2003 when i was at university so i can you that not only is the food delicious, this is a lovely family restaurant that treats its staff very well. 

i thought they'd closed down so i was ecstatic when my boyfriend found out they reopened as amelia's with the daughter at the helm, how wonderful to see this awesome family business continue past its 30th year! i love supporting local companies and this is the real deal.

now on to the food! there's a reason that every crop of mcgill students learns of amelia's and quickly sees it as a staple. not only are the prices reasonable, it's byo and group-friendly for before a big night out. it was not uncommon when i worked there for groups of 8 to show up with a couple of boxes of wine and have a great time before hitting the night life. now i happen to prefer a better quality to drink myself, but love that this joint is casual enough to cater to that crowd and nice enough to suit my needs as a young professional as well. 

the white pizza (5-cheese) is a must. i highly recommend sharing one small, medium or large with your table as it's a little intense to eat alone but absolutely to die for. you must try it as nature intended, but a great hack from my waitressing days is to ask them to add tomato slices & garlic for even more flavour. just adding mushrooms is another fav. 

the florentine pizza with artichoke hearts and spinach is also amazing, and often gets overshadowed by the white but very subtle and delicious flavors. only available as a small, so bear that in mind! the vegetarian is delicious and has a sauce base that includes eggplant. the reuben pizza is basically a smoked meat sandwich in a pizza, complete with sauerkraut and mustard on the side - definitely not for the faint of heart but we'll worth it if you love meat and want the adventure. if you're a first-timer i'd definitely suggest splitting that with a more standard pizza,  though. or the white :)

you really can't go wrong with the pizzas, and any small can be done in whole wheat dough which is great if you wanna be a bit healthier. they aren't intended to be italian-style thin crust pizzas so do be aware of that. the crust is fluffy, buttery, almost pastry-like (i believe they use crisco shortening in the dough) so expect more of a new york style slice. i almost never eat crusts from pizzas but i always finish theirs, they're so good!! 

the little salads that come with each order are lovely and give you that valuable extra greenery before say, eating 5 melted cheese on dough!! and their subs and pastas are great too, but the pizzas really do shine here. 

if you get dessert, the cheesecake was always my favourite, and all desserts are made in-house.

note that it's cash only, so come prepared! one of my fav things to do is get dinner here before catching a rep film at cinema du parc. they stop taking customers at 9 (but you can be seated until 9 and stay until 10) so plan accordingly.

you will have an awesome meal, promise :)"
89,4,Positive,my boyfriend and i came in here for the first time for dinner. i had lasagna and my boyfriend had the waiter by the name of jared build him a pizza it was very good and we had chicken wings. the restaurant was very clean but it felt a little warm in here. i would recommend this place to my friends. we will be back to try their chicken.
90,5,Positive,"good food in a great location inside the linq promenade. stumbled upon this place after walking all evening and was pleasantly surprised. great pizzas, amazing service. what more can you ask for?"
