rating,text
positive,I got a new muffler put on my new 2015 4x4 Dodge Ram 1500. I was referred here by 4 wheel part and was extremely happy with my results. They had the muffler put on in 45 minutes with no appointment for an extremely fair price. I am very happy. My truck roars!
positive,Great shop fast and inexpensive muffler sounds great I had a missfire in my engien that cause my cat to go bad they found out and had it fixed with the mechanic shop next door
positive,"Brian and his Body Works team is a first class business.  I would not think of going to another body shop.  They are very trustworthy and really care about their customers. The customer service is second to none!  Having your car repaired after an unexpected accident is not a pleasant thing to do.  Brian is very helpful in reviewing your options, and keeping you posted on the progress of your repairs.  They even have an online feature that keeps you posted on the repair progress along with costs and pictures of your automobile.
I have told all my friends at work about The Body Works Plus shop and their superior service.  This is also a very clean and safe shop.

You will not go wrong taking your car to this shop."
positive,"Got an oil change using Groupon and was waiting to told of all the things that where wrong with car. That didn't happen, they let me know the state of my brakes and tires and that the check engine light was on. They let me know they could check this if I wanted. I like the fact that they gave me options and did throw out a list  of every possible issue. Game room is pretty cool."
positive,I took my van in because the check engine light came on.  They ran the diagnostic test and looked at my transmission. They saw it needed replacement. They called the dealership to see if it was covered. It was and they brought my van over to the dealership.  It was my first visit. Their helpfulness and honesty will bring me back again for basic maintenance.
positive,With C&R tire I have had nothing but pleasant experiences. The other day I thought my truck needed something new in the front end and I was going to shell out a thousand bucks but they took care of me like they always have and tightened my skid plate and replaced my gas cap no more no and no more check engine light my father always took his vehicles there and so will I!
positive,I brought in my Dodge Stratus because I had severe transmission issues. Hamid gave me a quote that sounded very reasonable for the work performed. Picked up my car this morning and I'm very happy with the result. A bit of a new car feeling again. He pointed out some other things that need attention but without being pushy. I'll come back!
positive,"This place rocks! We were on a family road trip through Wisconsin when our van broke down not far from Madison. I called over a dozen auto repair shops, none of whom would take us in on such short notice with possible transmission issues. Then I called Wilde East Towne Honda and spoke with Nick Moderson-Kox in the service department. He found time to inspect our van that same morning and soon discovered the issue wasn't very serious and they could fix it while we waited. They made the necessary repairs, checking in with us often, as we hung out in the waiting area with our three children and our dog. We had been toying with the idea of purchasing a different vehicle so we ended up taking a test drive and looking at some options with Chris Alexander in the sales department as well. 

Although we didn't purchase a new vehicle that day (we needed to get back on the road), we hope to in the near future. Wilde Honda is located five hours from our house, but we are still talking about going back there when we decide to buy our next vehicle because of the great staff there. I would highly recommend this place."
positive,"I took my vehicle to Oasis for a transmission flush and a coolant flush today, I was very impressed with the managers (justin) honesty and professionalism. The price was very fair and the work was done in a very timely manner. 
I brought my vehicle in based on the recommendation of some family members, and after this first impression I plan on being a long term customer. Every positive review about Oasis seems completely accurate based on my experience.
Finally, an honest mechanic shop!"
positive,"Wow...
So, the other day (and this would have to happen after a difficult day, making it MORE difficult,) I was on my way home when my car started sounding like a rocket ship. 
My old Toyota (edging up on 200,000 miles, yep, I drive em hard,) had a blow out in the connecting pipe between the muffler and converter. Previously, I'd had folks tell me I needed a whole new muffler system, and I'm not rich, so the 1200 to 1500 they were quoting me was just too much. 
I was sort of desperate, and asked around. After talking to my Brother-In-law and doing some research online, I found All Star Discount Muffler...

And was amazed...

All Star is located just off of W.130th in an unassuming neighborhood. Now, when I headed out there I was told; GET THERE EARLY. They only do things by first come, first serve. No reservations. Why?

They're that FREAKING BUSY!! (and that freaking GOOD.)
They opened the gates at 8:30 AM, and as I and two more vehicles drove in...so did a dozen more. People from all over bring their cars in JUST BY WORD OF MOUTH, and the mix of people, from housewives to businessmen to even other mechanics shows how trusted these folks are. 

 The place is no-frills; there's some benches in the main office area, and you can wait or come back, but I'll tell you, you don't have to wait long. 

The staff like Dave and Amy are thoughtful, efficient and what I like about it is that Dave took me under my vehicle and showed me what they were going to do and then quoted me a price. 

I didn't need a whole system; I needed a pipe between the converter and the muffler, which was still quite good and didn't need replacing. That was it. 

With parts and labor folks; 40$ and in and out in about 40 minutes. 

Again, this is no frills, but they will NOT GYP YOU!  I saw testimonials here, on other review sites, and there were a dozen or more on a peg board in the office written on business cards, stationary and formal letterhead. People are thankful for great service and a good deal. 

(Heck, while I was there, two guys from OTHER AUTO PLACES brought cars in to be repaired because they couldn't. :) Also, all of their work carries guarantees as long as you keep your receipts, and I've heard they honor the work they do.  

So, if you want to be treated well, and get All Star prices, try All Star Discount Muffler for your brake, shock, and exhaust needs; you're wallet and your car will thank you:)"
positive,"The best of the best.. my transmission was making a humming noise so I took my car to them to have it checked. To make the story short, they called the Nissan Dealership and I received a new transmission at no cost despite being a salvage car! I only paid $60 to this shop! They are very honest mechanics."
positive,Terry just saved me over $4500! I had a different shop tell me my transmission was shot. I got a 2nd opinion from Terry's and thankfully he was honest and didn't find anything wrong! Will only go to Terry's from now on.
positive,"I came in yesterday as my check engine light came on while I was driving to Las Vegas from LA.  I also was due for an oil change.  They changed my oil, diagnosed my check engine light and confirmed I was safe to drive back to LA on the check engine light all within an hour while providing me a comfortable place to sit and a complementary soda.  I was so impressed I wanted to have them complete the repairs for my check engine light but I ended up needing to  rush back to LA.  If I ever find my self stranded in Vegas again I know who I will call.  Now I have to find a shop near me that I hope is even half as reliable as Busy Buggy."
positive,"These guys are the best !!! Honest, dependable, reliable mechanics. They help me out!  They could have made $500 for an transmission. But they said it was fine and didn't charge me. Sun Auto Service."
positive,"I'm surprise to read the other reviews on this location. I was in desperate need of an oil change. I put it off way too long. I pulled in on Sunday morning at 8:55am and they were ready and willing to take me right away. They open at 9am. I was quoted a price right away. $49. I don't mind because they check air filters, tires, transmission and such. I needed to clean my oil but I waited too long to get it changed and for $13 dollars it's worth it. I definitely needed at air filter was well. My old one was black! Also they knew my left driver's side blinker was out and offered to change it for me. Luckily I had the bulb in my car and they switched it out for me for $5 bucks. I've never had better service and was out of there in 20 minutes!"
positive,"This place is still as good as it gets. I have gotten many oil changes here, and they are always able to fit me in a pinch. Today I had taken my car to troubleshoot the tire pressure sensor system, and it is a hard thing to troubleshoot.  They had checked the sensors and could not find why it was happening and recommended me to Ford. They didn't charge me for their troubleshooting, which was highly appreciated. 

If you need your car repaired or anything done, I would recommend this place hands down.

Every time I have been here the prices have been more than fair and the service has been some of the best that I have ever had. I personally cannot do oil changes and troubleshoot my car in my apartment complex (as it is against their policies), so this is definitely the next best option."
positive,"Second time to Rebel Automotive, had oil change and transmission fluid change.  Super fast.  Took my daughter and we played in the arcade, she had a blast."
positive,"Sept 17, 2016
At 4 a.m. We were leaving Las Vegas and as we were 35 minutes out our transmission blew. We called AAA and waited for 30 minutes. During our wait we called several auto places which we're closed due to the day being Sunday. Then we saw this company Busy Buggy!!!! They are open 23/7,  I have to say my heart was lifted when this gentlemen said YES! We can get the part and have the truck (1997 Chevy Tahoe) ready by Monday no later then 6 p.m. Whew what a relief to hear that. We had free shuttle from Busy Buggy to the hotel, they have complimentary Coffee, drinks, ice cream, and snacks. It made us feel like they understood what we just went through and having something to eat for free was just a way to say it will be okay. In conclusion we are on the road, the truck is running excellent, and we feel safe for the long drive home. 
As for the professional mechanics, we learned that each mechanic are well experienced and they love what they do, FIX CARS! I give this company a 5 STAR rating in the categories: Customer Service (honesty), Post performance (transmission installation), and complementary amenities (drinks, and snacks). 
Thank you Busy Buggy and the crew that worked on our 1997 Chevy Tahoe LT

The Marmon's (Tracy Ca)"
positive,"I'm so glad I found an honest and inexpensive place I can take my car to I took my car in for an oil change and a transmission drain +refill, and they finished the job within a couple of minutes. There was absolutely no waiting time because the mechanic was so quick and efficient. Not just that, they rotated my tires and checked my tire pressure for free. My car runs better than it's ever run before now. This place is the only place I will bring my car from now on. 
The tricky thing about this place is that it is located behind a few restaurants, so it's a little hard to find."
positive,Needed a piece of tube bent for a project.  turned out that the tube I had wouldn't bend right with their bender. They had the same size pipe but different type in stock that would work for my project (non exhaust related) they bent it to my specs in just a few mins and didn't cost much at all.  Ended up fitting perfect.  thank you pro muffler will be back for a flowmaster in the future.
positive,"These guys straight up rock! It's very nice to find a local shop that gives you fast honest estimates that are very detailed. They solve the problem and get the job done very quickly. Personal calls from the mechanics to let you know how the job is coming along. Everything just seems to go better at Crawfords! Job done right, fast, and all at the best prices around! I don't go anywhere else. Oil change, tune-up, brakes, muffler, tires, or any engine repair...they do it all. Check them out next time you need ANY auto service or repair."
positive,Was a little unsure as to what was needed with my car. I thought perhaps I needed a whole new muffler altogether which I was a bit apprehensive given I was almost broke but couldn't make it to my job with my vehicle dragging a broken muffler around. When I got there I was told he would try and look at it today as he was short a guy. I called during lunch to see if they'd gotten a look at the car and what it'd need and voila they had it all set to be picked up and they welded the two parts of my dual exhaust back together costing me a total of $40. I had to have him repeat the amount like 3 times because it just sounded too good to be true. I will be a returning customer for as long as I live here. I appreciate your help guys! Couldn't be happier!
positive,"So, I'm usually never really blown away by most places customer service, but Chris and his team at the Valvoline on Elkhorn and Grand Montecito nailed it. I had been having some issues with my transmission and wanted to see what was going on with the car. Chris greeted me with a smile and listened carefully as I explained what was going on. He not only offered to look at the transmission, but did checks on all fluid levels, belts, filters, brakes and tires. He took the time to explain in detail what he was checking for and what required immediate service and what didn't. I was so impressed by his ethic that I decided to get the work done. Not only did he get the work done in a timely manner, he also got me a discount on some of the work. I will be bringing my car back here frequently and highly recommend this location to anyone who values a great customer service experience!"
positive,"I brought in our Range Rover in for service because the check engine light was on.  Service agent Ana was very helpful and set me up with a loaner car for the day because I had to get to work.  Ana called me within 3 hours and my car issue was resolved!  Thank you Ana for making it a smooth service with my repair!  Hope to not be back anytime soon, but if I do, I'll be back to see Ana!"
positive,"My usually reliable vehicle decided out start acting up the day my hubs & I decided to roll out to Las Vegas for our One Year Anniversary. For some reason, it sounded like it wouldn't shift the gear (I have an automatic & I don't know much about vehicles) and wouldn't ""climb"" hills. When we pulled into Treasure Island's parking garage & the uphill driveway, my car started shaking and lights started flashing. Dude. Really. 

We waited until the next day (Today, Monday) & took it in. Edward helped us out as soon as he got off the phone & let me know he can diagnose it. Then, Gustavo pulled up & drove us back to TI - with my car so he can see what we're talking about. Nice.

About two/three hours later - Ed calls me to let me know there are damaged wires that connect to the computer that talks to my transmission & it's basically telling it it's no good. (I had just received and oil change and tire rotation Friday. Wish it was caught then) 

$260 to repair. Truthfully not THAT bad, so I called back & said go for it. 

TIMELINE: 

9:30(ish) - Took it over 

11:30 - Edward called to tell me what was wrong 

12:55 - Edward called to tell me it was done. AWESOME!!! 

1:03 - Gustavo's at our hotel. AGAIN, AWESOME! 

We didn't even have to ask to be picked up and expected to have to take a Taxi or walk. They didn't even charge for that. 

The owner - I'm assuming from reading reviews, came out to ring us out & let me know what else it needed. I was grateful.

Yelp, you did exactly what you were created to do. Busy Buggy - so did you."
positive,"I DO NOT like taking my vehicles to a shop.  But when its 6000 degrees outside, i can't stand being in the garage. Joe at Sun Auto talked to me respectfully, and gave me a diagnosis/quote of my problem early the next day. I am pretty comfortable working on vehicles old and new, and i thought i had already pinpointed the problem as a transmission issue.  If they had told me so, they could have ripped me off easily by telling me i needed a rebuild. "" Luckily"" it was brake noise, and required a front brake job.  It was not cheap, but sometimes peace of mind that a job is done right, is worth paying for.  You can probably find cheaper prices, but i will certainly give them business again if i needed help."
positive,"I haven't even had my car repaired yet, and already I want to give the Hargraves team five stars, but I'm giving them four just to be reasonable. I will update when I've completed business with them. This is the first time I've written a review before my my transaction was complete with a business, but because my treatment has been so good I'm doing a review now. I was involved in an accident (other person's fault) that totaled my car. I had it dropped off at Hargraves at the recommendation of my mechanic and every interaction has been professional and kind. The team at Hargraves (with special kudos to David and Scott) have consistently gone above and beyond to keep me informed and updated about the status of my vehicle. This has been important because the slimeball who hit me was a used car salesman from Europa Auto Sales and when the police officer took his information, he lied about who owned the car and who's insurance was responsible (it's Europa's responsibility, but they've been scumbags and won't release their information, so I'll have to get a lawyer *sigh*) Fortunately the team at Hargraves is a rare example of a business who sincerely works for their customer's best interest."
positive,"My old 320ml decided to cause me problems - it was stuck in low range and wouldn't shift out.  I took it to Sun Devil Auto who have done most of the recent maintenance on the suv (very competently I might add) and advertise that they do transmission work.  To their credit, they were unfamiliar about working on an old Mercedes and recommended going to a Mercedes speciality shop.

I've gone through a few Mercedes shops and have had little issues with each, so I decided to try European Auto Salon on 7th St.  Glad I did.

They were able to get me in the next morning.  They tried to find a simple solution, but of course few Mercedes' issues are ever simple.  But after dropping me off at work, they called an hour later with the diagnosis and estimate that proved to be right on.

After lunch, the car was ready and I drove away - a little poorer, but happy to have found a new shop I trust."
positive,"Great service. Great prices.  They were able to fix my car within the day. And even offered me a ride back to work. They are very knowledgeable about the German cars. And their prices for their service is on par with other people who do not specialize in German cars. 

So I really feel you're getting a great deal from these guys. If you want your car repaired with authentic OEM parts. Then these are your guys."
positive,"Thanks to Lamborghini of Las Vegas (this is a not accurate when they are based in Henderson!) I sold my 2010 Lamborghini 560-4 Spyder to a Lambo dealer in CA and I will never own another Lambo.  Terrible and arrogant sales manager basically laughed at me when I called him about a trade difference on a new Aventador LP-700 saying there was no market for my car and he did not have any Aventadors unless I paid him $80,000 over the already absurd list price of $400,000 range.  I own a new Ferrari California I bought from the Penske-Wynn Las Vegas dealer and Tony  the sales person and Rich the service manager are beyond awesome, opposite of these jerks.  Also the Ferrari is far superior compared to the Lambo with better dual clutch transmission, far nicer interior, vastly superior technology in the GPS, monitoring LCDS and far superior sound system plus a hard top conv for about the same price as my prior Lambo.  I will never sell or trade my Ferrari California but when I decide to buy another amazing sports car it will be a new Ferrari when they come out with a new model to blow away the Aventador!

Wayne Gorsek"
positive,"This is the second time I have brought my car to them.  First time my check engine light was on.  They came out to check it tighten my gas cap and reset the light.  Then set me on my way no charge!  
This time my temperature gauge said it was overheating.  Drove to their shop and they even drove me down the street back to work!  I was scared it was the radiator and was going to be serious.  Got a call that it was just the gauge that was broken and everything else was fine.  They fixed it for a very reasonable price!  It is awesome to find honest mechanics.  Most shops will take advantage of people.  Will for sure be back!"
positive,"My tc light was on and with that comes the check engine light.  That Thursday on the way home my engine oil pressure light came on but then went right off.  Taking a flight that night, had to wait til I came back.  In the meantime, E's car didn't start on Monday so in his went also.  They had to keep his overnight (waiting on stupid warranty ppl).  So Tuesday I drive my car to BB and drop it off.  Marco is always so pleasant but no matter how sweet he is I'm always scared to my whits end about the cost.  They take E and I to work.  Long story short, car had no oil...wtf (I know I know, you think Im a girl and don't know any better but that's not true lol  I have a sensor that tells me when to get my oil change but apparently that isn't working).  How is that even possible and why didn't my engine oil pressure light stay on?  Anyways, not BB's problem.  Gave me an oil change (I was at 4% but clearly that tracking device isn't working lol)  Marco called and said everything is fine.  I was 99.99999% certain the TC light would come back on.  I told Marco to just go ahead and change whatever.  He said Lynette, let's just wait and see.  I was kinda adamant about just changing the sensor and he said Lynette I mean I can if you insist but let's really just wait and see.  
Welp, it's been almost 2 weeks and it's stayed off (knock on wood).  IDK if Marco was scared of my tears again lol and said just fix it so she doesn't come back lol or if the sensor was on due to the nail that was in my damn tire.  Anywho...what I thought was going to potentially be a $500+ job, turned out to be under $60 :)  And Ed's car was also back up and running and we both left w our cars on Tuesday.  I can't express enough how honest these guys are and how they do everything  possible to not make the damage so bad!
As always, with sincere thanks and gratitude, LC"
positive,"I was incredibly nervous about taking my car to a major chain as I've heard and read many mixed reviews about numerous locations. My experience at this Aamco was fantastic though!

Larry was incredibly kind and helpful in explaining what was wrong with my transmission, and when it came time to fix it, he ended up charging me the originally estimated cost even though he needed to do a little extra work. 

Can't recommend this place enough!"
positive,"Got a great deal on my new tires.  I just happened to be getting some work done over at the muffler shop in the same area.  I needed new tires too and just walked in, no appointment or call.  We went over the options i chose to put on 4 new BF Goodrich Adv. TA sports, great price and service, friendly, nice waiting area too.  Was done all in the same day as they had the tires at nearby warehouse they just had to simply get them.  Did an alignment and car is smooth and tires feel good.  Thanks again!"
positive,"I live in Los Angeles and drove out to Henderson to visit my brother who lives here. My check engine light came on, I brought my car here just by chance to get it checked out. These guys are awesome, honest and know what they are doing, I highly recommend them!"
positive,"I buy a transmission over 1,300 dlls for my mustang they shipped a wrong item after wait  7 day in the middle of the new year holidays but also i consider weather road conditions at this time of the season a lot of snow in many states the thing is mistakes happen  is not a perfect business doesn't matter what kind of business but what is matter is customer service attitude they realize  is a mistake that it has to be fix it maybe not them but it maybe a vendor mistake just because they sold the product is them the one who has to fix the issue. after they make some calls they order other transmission for another vendor they apologize and explain to me that if it was for them they will have the transmission ready in the same day but as a customer we have to understand that are limitations for every situation 
managers are employees as well and they have limitations but what really matter is the effort they put into a customer complain Paul the store manager care about his customers same as his employees i could just get my money back and go buy it some where else but it will take days also to be deliver, it maybe send the wrong or broken item as well and even worst who knows it maybe be a good or bed customer service so i just decided to let them order the other from a different vendor

i like this auto zone store"
positive,"Thanks to Yelp, I found this awesome car repair shop.  I have nothing but the absolute BEST things to say about them.  The most professional, honest and effecient that I have ever worked with.  Unfortunately, I just bought a ""lemon"" and 25th St. Automotive took some of the pain out this process.  They are just amazing....I knew that the transmission was most likely shot.  They spent the minimum amout of time and money to confirm this and were more than accomodating.  I would bring another car back here in a heartbeat. 

Overall, a it's very dismal circumstance regarding my newly purchased used car, but an absolutely fabulous experience with 25th Street Automotive."
positive,"If you visit Aamco at the Van Buren St. location, ask for Corey. Very knowledgeable and personable. If you have transmission problems this is the guy to go see!"
positive,"A while back I took my 4Runner in for a transmission estimate because the dealership said that ALL test came back and that I needed a $3640 rebuilt transmission put in. i took it to Oasis since I started doing oil changes there. They said they didn't believe the transmission was the issue but the timing belt itself. They ask if they could pull the covers and inspect inside and YES it was that. I was so PLEASED to get out for about $550 and my truck runs great. They have all of my future repairs and referrals. Thanks guys!

Greg - Gilbert Az"
positive,These guys are great. I was able to get my jeep Cherokee in and out within a couple of hours. Price was reasonable for a cat back exhaust with a magnaflow muffler installed. My only gripe is they didn't have anymore stickers... My jeep could always use more stickers to hold it together and keep it from falling apart.
positive,"At first I was skeptic if I should take my car there. Being I've been scammed when I bought the car from a private seller in the first place. But what the heck! 

The office was extremely clean (and it smelled nice too!) something you might not expect from a repair shop. Refreshment bar was well stocked & I mean REALLY well stocked. Hmmm, not your typical repair shop AGAIN. and they have a CLEAN bathroom! Imagine that! AGAIN, not typical for a car repair shop. With that said, let's get down to the real deal..

Mr. Hamid (I'm guessing he's the licensed lead mechanic) was very welcoming. Received us timely & was very attentive to our concerns about the car. I was telling him the details & I guess he figured out that i was upset about the car being a junk, he told me they'll check the car out & tell me what's wrong. Offered me some refreshments & magazines while I wait. He came back saying something's off with the transmission. What?! TRANSMISSION?! I almost fainted! Man! One thing over the other, quoted me the amount me the amount I expected -- but still I was like, lemme look around..

Got a second opinion & boy!! They quoted me 4x as much for the same problem BUSY BUGGY diagnosed my car for! Long story short, took my car back to them & after 2days, whoollaaa!!! My car started running like brand new!! Plus, it included 1 year warranty!!! Damn!! One whole year!! I'm a fan!! Spreading the word over the valley. This is the to go place if you want QUALITY & HONEST service."
positive,"I took a company van, a 2005 Chevrolet Express with 300,000 miles in for transmission and brake service this week. The price was half the cost of other garages where I knew the owners, and they found solutions that for a problem no one else would have found, or cared about. I am just like all the other reviewers here, happy and satisfied with the service, communication, and pricing I received from the staff at Choice Auto Repair. I highly recommend you take any vehicle problems or regular service needs to them. They have the experience, the products, and the right attitude to help you stay on the road, for the best price possible, just like they did with me. They believe in themselves, and in your experience with them. If there was a 10 star rating, I would give it."
positive,"I love my car. Perhaps to an unhealthy level. I just have to put that out on the table immediately in attempt to add some weight to the following statements.

Since I found Goodspeed, when I am working on my car, I look to Goodspeed first. I go here for my oil and filters (They've got Motul oil. Simply the best!) I went here when I had trouble with my air intake and they helped me sort it out. When I started getting a check engine light related to my turbo, I went in here with my suspicions of the cause. I talked to Jon for a couple minutes to describe the problem, he reached under the counter, pulled out a part and said ""This is what you need right here."" And guess what? He was right!

I will continue referring my friends here, and going here for all my needs, most especially when I start doing more serious tuning of my car. I may live 30 miles away, but it's absolutely worth the trek."
positive,"This five star review goes to the service department. I took my car in earlier to run a diagnostic on a possible transmission issue. Sure enough, my car needs a new transmission, and it is totally covered by Nissan because it is under warranty. 

When I first dropped off my car in the morning, the service team set me up with a free shuttle service to work. They even went out of their way to ask a live team member to give me a ride so I wasn't late because the shuttle driver was going on the opposite end of town. During work, they called and let me know the issue, said that the car won't be fixed until Monday and they will set me up with a rental, all on Nissans dime. When I go to get the rental after work, it was ready for me within 10 minutes. 

Wonderful customer service from all members I encountered!"
positive,"This is the only place to go for exhaust work.  Three years ago I had a discount muffler shop put in a full replacement exhaust system on a Honda that had lasted 16 years, their new one was completely rusted out with holes the size of golf balls everywhere in just three years.  Turns out all these muffler places including the chain stores use crappy thin aluminized  pipe that won't survive the corrosive winters much longer than 3 years. They will all tell you the same story and that this situation is your only choice outside of outrageously priced exhaust parts from the dealer which are made of much higher quality materials.  Good for them but a complete waste of money vs the value you receive.  Steve's is the only place I found after lots of research where you can get a stainless exhaust fabricated and installed that is as durable as the factory system and is much lower cost than the highly overpriced factory dealer parts  They are super folks to deal with, they give you the straight info and regular communication on your repairs, they get the job done quickly, it is right the first time and pricing is very fair.  You can't ask for more."
positive,"I'm not a big fan of the ""big service"" shops.  I like to find my neighborhood mechanic, or that ""small shop"" that gives you an honest evaluation and fair prices.  However, I had an alignment coupon for Car X, so I brought my vehicle in there for the deal.  Part of the deal is a free 30-point inspection, which I welcomed being that we're going on a big road trip in 2 days.

The visit stopped at the inspection.  The guy at the counter (K.C.) brought me back to the van to meet the mechanic (Marshall) and show me a few things.  First, the tie rod end was loose and needed replacing.  And I thought, ""uuuuugh, here it comes...""  But they were kind enough to SHOW me how it was loose, and tell me that's an easy job that I could do myself (having talked earlier about doing my own struts, brakes, etc.).  So wow - thanks for that!  They also pointed out the serpentine belt, which I kinda knew was overdue.  

While K.C. typed up an estimate, Marshall sat down with me to talk about the vehicle (which he knows a TON about).  He gave me some good advice on the key things to do to make it last a long, long time.  Free advice - how awesome!  Additionally, he gold-starred my decisions on struts and shocks - a choice that I had fretted about, but now feel vindicated.  

So tonight I get to replace my tie rod end and bring it back to them for alignment.  And, for their hospitality, I'll throw in an overdue transmission flush job.  Great job, guys!"
positive,"I am a senior lady and I was referred to Chuck's by my to have maintenance check on my car.  I have always changed my oil, set my spark plugs for tune up on 75 chevy malibu...lets just say I love to work on cars.  Well I'm older and the newer cars are more complicated.  I'm from OH where I had a great mechanic.  I was highly recommended to Chucks and I must say I received a blessing that day.  I only needed a tune up...the price was more than fair for my 2010 chevy malibu.( yes I love my chevys) The staff Paul and Harold were exceptionally professional and kind.  The shop was very neat for a auto repair business.  I will continue to take my car to this center and will not hesitate to recommend them to anyone that needs there car repaired.  In these times it is hard to find a fair, honest business who cares about individuals, well again I thank God for Chuck's Auto Service Center and I pray there business continue to grow and grow.  Bless you, and your families.  Your parents should be proud they have raised some honest, caring, hard working individuals.  Thank you again for your great service!!!"
positive,Eddies service was awesome! He replaced my transmission fluids in no time. He did it at a great price with great service.
