rating,text
negative,"I've been a customer of their service center for the past 4 years. I've always enjoyed working with my service adviser and felt as though I was taken care of, even if there were mistakes made. During a recent call to schedule my regular oil change I was informed that they opened a new ""quick service"" center at the dealership for such services. Great! Or so I thought. Upon arrival I met my 'new' service adviser for these services. Sat for over an hour and half waiting to get my oil changed?!? When my service adviser came back in to get me...nope, he was just coming to tell me all of the other things they wanted to service on the car. I had already listened to this same talk with 2 other customers sitting in the waiting area. They had not even completed my oil change yet. I understand that there is recommended maintenance work based on mileage & age of a vehicle, but why aren't they letting people know up front that these are recommendations?! Waiting for 90 minutes (when I had a scheduled appointment) to find out the items, like air filters, transmission flush, etc is recommended as well, is pretty ridiculous and poor customer service.

One of the items recommended was a 'transmission flush' which I decided was worthy of coming back for to have completed. I emailed my service adviser multiple times about the service and cost to make sure that they would be doing an actual flush and NOT just a fluid change. He assured me that it would be a flush. When I pulled up to have the service completed he informed me that this was a flush and not a service. So, just the fluids would be changed. ARGH....Seriously? This is common industry terminology folks. A fluid change and a flush are not terms that are used interchangeably. They are NOT the same service and the cost that Henry Brown Buick, GMC wanted for the actual work of a flush was no where near comparable to what other automotive centers charge. I drove away. 

Not only has my service adviser (Scott Usher) been replaced, but they have brought on new people that aren't even that well versed in their own industry. Disappointing on so many levels. I like my Buick just fine, but without the option of a different dealership, located within in a reasonable distance, to work on it for warranty and basic service needs, I don't think I'll be keeping this vehicle anymore. 

Although they may think they are adding value to the customer by having this quick lube center, it has added nothing positive to my experience with this dealership's service center."
negative,"My Car had a leak and started slow. I paid $1100 for this to be fixed and they were not. I took a day off work to have my car repaired at Keffer. It HAS an oil leak and IS starting sluggish. They quoted $1133.40 to do a fuel line flush and to fix the leak. After having the repairs completed and paying I went to my car where it did not start...still on the lot! We went inside and they said we could leave it but since I have to work for a living that was not an option. Friday was the earliest I could return. Wednesday I get up for work and low and behold there is oil on the ground, Thursday fresh oil on the ground, Friday fresh oil on the ground. Justin had called and said that they would have a loaner car there and ready for me. When I arrive Curtis seems to know nothing about this and we end up being there for 35 minutes and he then says we have to fill it back up to where it was on gas or we will be charged $6 a gallon. Um, no considering if the job was done correctly the first time I wouldn't need a loaner car and I'm already burning up my gas running back and forth to Huntersville from Concord. So Curtis eventually calls telling us that it needs a fuel pump and that it will be $580 and that they can't find a leak and think it's just ""excess oil"". This is unacceptable. So we speak with Justin who first offers us a $150 credit then a $220 credit. Really? We just paid for $1100 worth of services we didn't need and we are expected to pay another $360 to $580 in charges again to MAYBE get the job right this time? Then when I go into the service department to pick up my car, I am in the middle of speaking with Curtis and a salesman comes running in and rudely cuts off our conversation so he can say ""I'm about to sell this car can you have it ready by 5?"" Really? I've already wasted 2 days here and now I have to waste another 10minutes because this rude salesman can't wait his turn? From the first time I drove a Jetta I loved it. All of the people I encountered had been great and I always said I would drive nothing other than a VW and my teenagers 1st car would be a VW but after this experience my opinion has drastically changed about VW. This will be my LAST VW. I want nothing to do with the service department and anything period with VW. We have a mechanic that we know and trust but I wanted to take my car to a VW Service department and what I feared happened....I was screwed out of my $1100 and my car still doesn't function properly"
negative,"Not sure where to begin with this story which happens to be 100% true and happened on August 23, 2014.  First to just get it out of the way Robert Ostos the General Sales Manager and this dealership are totally unethical, untruthful and irresponsible.  Do not ever buy a car from these people ...they lie.  After meeting Mr. Ostos in the lot he talked me into test driving the POP 500 ... I did just  that and decided it  could be a car for my daughter if the price was right.  I  went in to their office and they OFFERED me the car for 14,000 new 2014 ....I countered with 13,200 and after a while they ACCEPTED my offer ...EXCEPT the same car I test drove was being sold to a couple sitting 4 feet from me....and the car is longer available and they  have no other auto-matic transmissions to sell.  But they would find me a used car with low mileage ..EXCEPT the 3 used cars (2012's) all had more than 35,000 miles.  After aimlessly walking around the lot with a new sales guy on the job for the first day....he found a  2015 and again after another delay came back with  the key and an offer of $21,000 more then a 50% jump from the previously ACCEPTED offer of 13, 200.  They basically just waited for us to leave not caring one bit  about the underhanded treatment ...my guess is the other older couple was willing to pay full price and they decided to sell  the car out from under us....  SHAMEFUL.  I found another  dealer in the LV area and the same car and  dealt with one of the most professional teams I have ever  bought a  car from.  In Las Vegas ..Towbin Fiat on Jones Ave off Sahara...did the deal in less then 2 hours out the door.  Very professional and honest.  They do  not work on commissions  its all about CUSTOMER SERVICE!!!  Never buy a car from Findlay Fiat ...you will regret it.... unless you like to deal with shady characters."
negative,"Fool me once, shame on you, fool me twice . . . Let me start by saying I applaud Woodie's for doing a Freon fill before suggesting more expensive repairs on the AC system on my car. Still $618 in diagnosis and repairs later and my car still isn't fixed. One member of the staff was rude, condescending and arrogant. In the past we had taken a car for repair, and while it was repaired properly, my wife felt like they were rude and condescending. Regardless it's our neighborhood garage so we figured we would give it another go.

We brought the car in for three issues, AC not cooling, check engine light, and a tire problem. The only thing we were not prepared to do was buy a new set of tires. After the diagnosis, they called me back with estimates to do a dyed Freon fill (to diagnose a leak in the system), four new tires and to fix the problem causing the check engine light. It would appear though that the person I spoke with to approve the repairs took my rejection of the tires as ""don't repair the check engine light either"" and thin sing-songily informed my wife when she came to pick up the car that I knew better than he when it came to fixing cars. There was a note on the invoice that the ""repair"" may not keep the light off which of course it didn't because it wasn't in fact repaired."
negative,"I'm so frustrated with this place! I used them previously and had a great experience, so when I needed my car repaired again it was the fist place I went. The customer service has been TERRIBLE, and I was quoted for a repair that went from $165, to $500 and now I'm told over $3,000! I can choose to not pay for the additional repair but then my car will not come back to me and have correct placement on the front bumper. Really!!! It's 2 weeks before Christmas and I have no idea what to do, I don't have $3,000 plus to spend, but my bumper fit on the car fine when I dropped it off and now it will have a gap. Do yourself a favor and take your car somewhere else."
negative,This place replaced my  transmission and now I have both an engine light on and the ignition tumbler is completely butchered. They even wrote on the key that the ignition key was in the ignition and that the key that was given to them was the key for the door. Stay away from this place unless you want more problems than good.
negative,"Last year I brought my car there for service asking for a Transmission flush because I didn't know how long it's been since the car- previously owned had one and I felt as if the Transmission was slipping.  I've had cars in my days to know when the transmission is going out.  At only 70K I had to get a new transmission for my 2007 VW Jetta Wolfsburg edition.  My point is, I went to them with these exact statements, instead they steered me into an $1100 worth of ""maintenance"" that would fix my driving problem.  It didn't fix the problem, so I had to go back the next week to get a new transmission which was $4000.  I think as a FEMALE I was taken advantage of, even though I had specific reasons that it was my transmission.  The two pieces of paperwork that I have makes no sense.  The first one, it said customer concerned about transmission- found no transmission problem.... second paperwork, customer concerned about transmission- needs new transmission.  JUSTIN BEARDLEY the manager did NOT ever APOLOGIZE to me and he did not ACCOMMODATE me even after I emailed VWUSA.  So, I will not be buying another VW.  I am NOT buying from KEFFER.  Instead I am going for something else that gives better service and have better resale value.  THANK YOU KEFFER VW!  Merry Christmas to you JUSTIN!"
negative,BEWARE!!! MAKE SURE YOU KNOW WHAT YOURE PAYING FOR! In the time spand of a year I've taken my car into brake master twice and both times they changed my transmission fluid and charged me over 100 dollars. I later found out that transmission fluid only needs to be changed every 50-60k mikes yet they found it necessary after 2k. What they told me was a complete lie.
negative,"The salesman was not pushy  and was nice,but the quality of the car left lots to be desired.T he check engine light kept coming on after i bought it.The repair tech said it was a bad coil.They did replace all 8 coils,(which took them 4 days) and somehow managed to put 400 miles on my car while taking it to the ""dealer"" to be fixed.After finally getting the car back the check engine light came on again!This was after driving it for 20 minutes.When i called to let them know,they gave me attitude and acted like they did me a huge favor by fixing the coils in the first place.Car was still under the 15 day 500 mile warranty,so i told them they need to fix it.Turned out it was a bad cattaylitic converter.I had to really fight to have them fix it.They tried to say it was probally just a bad sensor.I explained to them that i had a mechanic look at it and it was the converter.So they only replaced one of the 2 converters,and made a big deal about it like i was being unreasonable wanting it fixed!!Also it took them a week to fix it!!.T hey had the car more than i did for the during the first 2 weeks after i bought it.I suspect they were trying to let the warranty run out.(hence the 400 miles they put on it,and keeping it for almost 2 weeks).So when i finally got the car back,it seemed alright.Little did i know,that they did absoloutely no tune up,service,or oil change like every dealer is supposed to,when you buy.T he change oil light came on 1 day later.I checked the oil and it was low.The car takes synthetic oil,which ranges from $60 to $80 per change.T he battery died 2 days after sale.The repair man lied and said i left the dome light on.I have NEVER even used the dome light because this happened right after i  got it back from the first,in the series of repairs,and had not even driven the car at night,or for more than 4 hours.(since they were the ones in possession of it for ""repairs"").So when i called them to tell them that my battery died,they had the nerve to tell me that ""I can call a tow truck and pay for it myself!!!!!.I refused,and they did end up paying for the tow.All they did was charge the battery and fabricate a story about the dome light being on.At this point,they were getting really rude and nasty towards me.Excuse me,but they shouldn't be selling cars with bad batteries in the first place!!!!.And to try and blame me was ridiculous!!!!Oh and once i got the car on a lift while i was replacing the bad battery (at $160 might i add).my mechanic showed me how bad my tires were.T he metal was sticking out and they were splitting!!!!All 4 of them!!!!! Which i should've noticed earlier,but having the car in my possession so rarely during the first 2 weeks after the sale,and not being able to see the damage until it was on a lift,i somehow didn't notice.so $600 later,i got 4 new tires.As the old ones were 'extremely dangerous""Also,the check advanced tracking light recently came on,and will not turn off.My mechanic says its because the wrong vin# is programmed into car.The cars's a lincoln ls,so repairs ,maintenance,and oil changes are not cheap.They should've done all those things when they were supposed to.The last straw for me,was that it took them a month and a half to give me my license plate and registration.Everytime I'd call and ask for it,i got yelled at,and told I'll get em.No time frame or estimate or anything!!I was just worried because the temp plate was going to expire soon,and i didn't trust them to get it to me on time.Well after i demanded my plates ,i finally got em.But.....I noticed they're only good for 8 months!!!!???WTF???every time i register a car,it's either 1 or 2 years,not 8 months.so I've had the car a little over a month,and have had to put $1000 into it for things that Aaron automotive should've done.Oh,and did I mention my mechanic thinks the transmission is going???Yeah,I def DO NOT Reccomend.Oh and the car was not even detailed when i very first picked it up after the sale.Really?????,Aaaron automotive,Really????????"
negative,"What a shit show... 
I normally would let something like this go but it really bugged me. I drove up and needed a oil change and smog. I spoke to a gentleman in glasses and told him this information. I asked for the usual oil change that included the car wash. He said okay and showed me inside. I need to mention i have a turn to start car and always leave my key near the speedometer. After sitting down and grabbing a drink I was asked about my key, i explained it was in the dash and they just needed to turn to start. He then questioned, Are you sure? YES, I AM. Ugh, whatever it's cool. I then was brought over by another gentleman with glasses to talk about all the things I need and such, they found a leak which was helpful and he said he would be done shortly, so i asked him about the smog. He said and i quote, ""Oh, I wish you would have told me that first."" You got to be kidding. I did tell the guy. Alright its cool. I told him its gonna get done right... Well, the manager, i assume, cashed my out around $40 for the oil change and i asked if it included the smog to which he replied, ""You need a smog?"". You can understand my frustration and the fact I told him to forget it and give me my key. Also I don't believe they filled the air in my tires, they are all still low. Get it together people. Just another quickie lube that doesn't care about customer service.

**Update**
I had my mechanic check out my car and there was no oil leak and/or transmission leak, so that means either 1. The don't know what the fuck they are doing or 2. They lied. You tell me what you think......"
negative,"BEWARE... This transmission shop is owned by a bunch of crooks. GET A SECOND OPINION, BETTER YET DO NOT TAKE YOUR CAR THERE.  I had my 2005 Pathfinder towed there to get an estimate/inspection.  I was initially quoted $1000-$1250 and was told that worst case scenario if there were hard/core parts needed to be replaced it would be $1750. I gave authorization for my transmission to be removed and inspected. I was then quoted $2800 due to a major component needing replacement ""they called it a TCM"".
All parts to my transmission were shown to me in person the next day while the personel explained the issue. I was then shown an exact transmission to an identical Pathfinder on the lot which had broken/melted silinoids/valves that was shown to me to make a comparison.  I decided to get a second opinion the next day and asked the shop to load my car as-is.  The shop denied my request and said there was a $1500 tool holding-up my engine and would not let the tow truck driver load my vehicle.  The tow truck driver leftI paid their fee in full $430 for removing my transmission, but they did not want to give me back my vehicle. After an hour of argueing they pushed my car to the parking lot and had 2 employees load the parts on the trunk.  I looked at the parts loaded and they loaded the other broken/melted valve component instead of the correct one. I was very upset when I noticed this and demanded that they give me the correct parts.  They acted as if I didnt know what I was talking about and played dumb.  I locked my vehicle and was about to leave, when the 2 employees came to me and said by the way ""the main drive shaft and about 5-10 other parts"" were not in the trunk.  I let them put the rest of the parts in and left.  The new shop received the car later that afternoon and stated ""they had never seen anything like this before.  Needless to say, they forgot to give me the main screws to close-up (put together the transmission) which I had to go back and get two days later because the dealer doesn't just sell these by themselves and when I picked them up, the employee there ""RAY"" said ""by the way here's your catalytic converter, we didn't put it in your car"".  They are unorganized, liers and they have 16 COMPLAINTS (8 THIS YEAR) ALREADY WITH THE BETTER BUSINESS BUREAU.   Hope this helps someone, This mistake just cost me $3600."
negative,"Went for an oil change. Gabe called and said I had leaking axle seal and power steering line, wanted to charge my wife over $1,000. Since I don't have time to maintain my wife's car, I paid it. He also wanted to charge me an extra $250 to change the brake fluid and transmission fluid. I went to a repair shop later, and he said those 2 fluids were ok as is. makes me wonder about the $1k I blew."
negative,Never come to this auto shop again. My check engine light went on right after an oil change here.
negative,This review is long over due. I went there for a smog check and an oil change. They told me that the smoked failed and that the check engine light was on. Total lie!!! I keep my truck maintenance and the check engine light was never on. He then started going on with what is wrong with my truck and I stopped him and told him to just do the oil change and thats it. I stood right outside watching every step they did to the oil change because I did not trust them. I will never go back and do not reccommend this place to anyone. The next day I want to smog busters and passed the smog and I did nothing to the truck. Stay away from this place.
negative,"I took my car to Rebel Automotive after seeing all the great reviews they had. My car was driving very roughly. When I brought it in they were kind enough to drive me back to my work so I didn't have to sit there. They stated they replaced my compressor, power steering pump and the belt. Unfortunately, once they had completed the work, which cost me $1,200, my engine light turned on again after a few days. I took my car to another mechanic for a second opinion and they found that the power steering pump had not been replaced as stated by Rebel Automotive that they had. Also the mass air flow sensor which is connected to the air intake was disconnected without cause and not related to the problems they diagnosed and repaired. This disconnection resulted in a check engine light a couple days later. I am very disappointed by the dishonesty displayed by Rebel Automotive."
negative,"Called to make an appointment a few weeks ago to get an oil change and a tire rotation and to get my back tire looked at because it was getting low. They call me about and hour later and I asked ""is my car ready"" the guy said well your front two tires are completely worn down and the metal will be shown through at any moment, at this point is it just dangerous to drive on it and we can't rotate them and you also need a transmission flush. My two tires were not worn down that much and I was definitely in no need of a transmission flush. I've had this car for 1 year. They charged me 500 dollars and when I got there I asked to look at my old tires they took off and they said ""oh the guy already came and got them"" which was a lie they don't haul off tires that fast. When I got into my car the low pressure light was still on so I went back in to ask why, and I stood there for about 10 minutes and nobody came so I left and took my car to a discount tire and they said I had a nail in my back tire that I originally went in there for to get checked out. So this place not only ""Recommended"" services I didn't need on my car and they also  didn't even solve the problem that I originally went in there for. All they wanted was their money and they were no help at all."
negative,"I URGE you to stay away from this dealership and DO NOT call without first blocking your phone number!! 
I purchased my vehicle about 9 months ago. I took it in to be serviced a couple weeks after purchasing it so they could do all of their ""to-do"" list promises. A few days after picking up my vehicle, I notice the transmission and oil light had come on, I advised my service guy (Rick) who assured me that all of the fluids had been changed and that the lights would turn off. A week later, my engine blew up and had to be completely replaced ($8000). We were told by another certified Kia dealership that there was no oil in my engine and there were also no leaks. The service people at Pinnacle likely forgot to replace the oil after draining and we had been driving on fumes. Thankfully my warranty covered a bulk of the replacement of my new engine but it took nearly 3 months to replace and Pinnacle Nissan did nothing for us. 

Since our purchase, we have received countless telemarketing calls from various sales people at the dealership. We have asked very politely to stop calling us as we will never do business with them again. However, we have continued to receive calls up to 7 times a week. Each time, the sales person assures us that our contact info will be removed. It never is. 

I was contacted again last week by Payton and explained to her what the situation was and even after that, she still tried to sell me and buy back my vehicle as if she heard absolutely nothing I pleaded with her!! She finally agreed to get in touch with the head of internet sales to remove my contact info completely. 

I received another sales call today.. in shock I demanded  a manager and was passed to a woman named ""Meja""... I explained to her how frustrated I was and she was nothing but rude and unprofessional and didn't appear to care at all so I demanded someone above her. I then spoke to Jerimiah and again, explained the situation.. he insisted that I keep getting calls because I call in and the number gets put into the database. I told him that wasn't the case because I don't call in, they call me!!! he looked up my number and said that he will take it out of the system. I told him I do not want to have to change my number which ive had for 7+ years but if I get another call, my husband and I are gonna pursue further action and he hung up on me. 

I cannot believe the level of unprofessionalism and down right lies that occur within this dealership.. even for a dealership, im in complete disgust!

Save yourselves the time and trouble of doing business with scum."
negative,"Complete Transmission Rebuild on 2/6/13 ($2,349.30)
Once car was repaired and picked up a green indicator light was blinking when in D5? I called Cottman Transmission and the manager told me to bring the car back in for him to look at.
Took car on 2/24/13 to determine issue- was told by center manager, Andy, that according to the ""code"" it needed a new 4th gear pressure switch part. When I asked him why they didn't see that it needed replacing while they were rebuilding transmission, he stated ""it is not covered under your warranty.""
Picked up car on 2/26/13 and D5 light still blinking? I called Cottman back and again Andy asked me to bring the car back in to see what the issue was? I questioned why they had me pick up the car if the indicator light was not fixed, and they test the repairs made? He had no answer.
With no faith at this time, I took car to Hendrick Acura on 3/16/13 to determine the issue with the blinking light, although I felt it was all related to the recent transmission rebuild. While there, the technician came to find me and laughingly explained that the Cottman technician never plugged the new ignition switch into the computer and that is why it was still blinking? 
I left Hendrick Acura right at closing and after about two minutes the blinking light still occurring, so I called Cottman on that Monday, 4/15/13, explained what Acura told me about them not plugging the new part into the computer? Andy said he would need me to again bring the car back to him to determine the issue and next steps.
I called daily to determine status and how long I would need to rent the rental car for. The manager never called to provide an update.
Finally on one of the mornings that I called, Andy told me that he had spoken to ""Rick"" one of the service managers at Hendrick Acura and that Rick told him it most likely needed a new ECU computer and that it was covered under a recent recall and gave me Rick's phone number. When I called and spoke with Rick at Acura, he kindly explained that this was not at all what he told Andy, the recall was something completely non related?
When I called Andy back with MUCH less patience at this point, he again told me that it needed a new ECU computer and that it would be another $800 to fix it. He said he would reimburse me for the $121 spent on the new switch that was unnecessarily replaced. He also told me that a used ECU computer would be much less expensive and to have Honda to install and program it for me cheaper, but not to tell anyone that I could do it that way? 
When I asked him if I should drive the vehicle during the meantime, he said ""You have driven it this long and nothing has happened, so I think you can go a couple more weeks and be fine.""

I then purchased an ECU computer from Toms foreign auto parts on Ebay on 4/22/13. They sent me the part. 
I took the computer and my car to Honda Priority in Huntersville on 5/1/13 to get the computer put in and programmed, as Andy suggested, and it was informed it was the wrong computer (my mistake). Jason Gardner at Honda asked me why I was replacing it anyway, because the one in the vehicle was a good computer. I explained the entire process to date to him.
I returned that part to Tom's and ordered the correct ECU computer from Ebay that day ($109).
*On 5/6/13 on the way to work, my car broke down on the side of I-85. I had it towed to Honda Priority and was told it had a hole in radiator and the engine was burned up. Now not sure if any of this is related to the blinking light, the ""bad computer"" the new gear switch not being plugged in, I was distraught.
*I had the new ECU computer put in while at Honda Huntersville on 5/13 for $220, still going on what Andy told me the issue of the blinking light was from. 
*I had the engine repaired at Cabarrus Import Services and picked up on 5/17/13. The manager Scott Reed told me that the car was running well but that the blinking light was on in D5? I explained what I had been through and told him that I had recently had the transmission replaced. He immediately questioned that and told me that the original transmission casing had not been ""cracked."" When I asked him what I should do, he suggested I call an attorney if Cottman did not fix it.
So at this point, I have paid for a total transmission rebuild ($2,349) repaired the switch Andy told me I needed- $121.50, I replaced the ECU computer $329 (part and labor) Andy told me I needed, meanwhile the engine burned because no indicator lights told me there was an issue with radiator-so it was replaced ($3,311.56), and now the blinking light that started after the transmission was rebuilt at Cottman is still occurring? 
I called Cott"
