,rating,text
323,negative,"this would review would be titled ""bait and switch"". i recently met zeke at hoopers used auto parts and after my experience with him and this business, i will never be going back again and will be sharing my story with everyone that is looking for parts. they do not even earn a single star. i work in the automotive field as a certified ase master technician for a company in charlotte and have never seen the horrible business ethics and customer service they have recently showed me. so i recently called zeke with hoopers and asked if they had a transmission with transfer case for my 4x4 toyota and price. zeke replied back saying yes when have what you need, make an offer. so i offered, zeke counter-offered and then we came upon an agreement to meet half way with price. so i then replied saying i would be there with cash for correct amount and leaving early from my work in charlotte to be there in time before close of business that day. so i rushed and drove the 68 miles from my work to go pick up the transmission assuming i was getting. once i got there, i asked to speak to zeke, he then asked me what price did we agree on? immediately i knew he was going to play games with me by asking that statement, so i said what we agreed on and zeke replied by saying that he did not agree on that price and couldn't sell it for that. then he asked what the price was for and i said it was for the toyota 4x4 trans with transfer case. zeke then replied, ""you never said transfer case"". so by now i felt like i was just getting played and since i drove all that way and had cash ready to drive off with parts, i was really starting to get irritated. zeke then stated he could sell me the trans for what we agreed upon but transfer case would be additional. i then told zeke that i only had in cash what we agreed on over the phone before i made the 68 mile drive here. zeke the replied saying, ""no one told you, you had to make the drive here"". at that point, i would rather cut my losses and drive all the way back home, than give a penny to a company that talks and treats a customer in this way. therefor i am spreading the word as much as i can. 

 do not waste your time with this buisness, they will do you wrong. hopefully this saves a trip for anyone thinking about going there for parts again.

 on a lighter note, fernando at salvage auto supply in charlotte, nc (704)333-1007, was extremely helpful and very courteous. excellent customer service and 3x longer warranty than hoopers. they will definitely be seeing me as a returning customer."
324,negative,"took my car in for a check engine light, received a call a day later saying i would needed a new engine because my oil was low and they found metal in the oil which was the issue.  told me it would be 8k for a new engine and labor.  after hearing this i took the car to a dealership for a second opinion, dealership said the check engine light was an engine misfire most likely cause by bad spark plugs.  spark plugs replaced but misfires continued.  found a shop that actually ran tests that would diagnose the problem, needed a new head gasket.  head gasket was fixed, saved myself $6,000 and car runs great.  have driven over 5k+ miles on an ""engine that needs to be replaced"" with no problems.  basically wilhelm charged me for a diagnostic and never found the problem, just escalated it to i needed a new engine.  not sure if they even ran any other tests for the check engine light."
325,negative,"this mr lube is located south of major mackenzie on yonge street and generally has a lot of customers. if you don't already know, mr.lube is sort of known for being more expensive and ""higher"" class, they'll give you a paper, coffee or whatever as you're waiting and the service is done while you sit in your car. fast and great, huh? after i came to this mr.lube, my car check engine light went on... now i take very good care of my car, it's never had a check engine light go on...

went here for an oil change... went back and they said that there's something wrong with the exhaust pipe... don't trust this mr lube. scam!!!

0/5"
326,negative,"this place is your classic ripoff and the guy at the front desk, apparently the owner, tried to hit on me while he lied through his teeth telling me i needed to replace my transmission. i went there after buying a used vehicle and knew there were going to be issues because of the deal i got, so i swung in here because i was nearby and had previously been to a good aamco. afterwards, i went to my regular shop and they told me in 10 minutes the engine mounts were shot, including the tranny mount and that's likely why i was getting some shaking. 

in any case, these guys are sheisters. stay away"
327,negative,"i called knowing it is a transmission shop but wanted to know if i could get an oil change. the owner told me my synthetic oil is $9 per quart. that's fine, i have a tiny car. how much could it really be? i paid $55 for an oil change in february and i wasn't happy to pay that much. so if my car takes 4.5 quarts the math is that is about $50 and the filter could be why $10 if it's a really high end filter. that brings it to about $65 generously. im assuming it costs an additional $40 to have someone remove a bolt, dispose of old oil and put in a new filter and 4.5 quarts of oil? moral of the story if you're a female don't come here for something simple. i get that they do more complex stuff but reaming people on oil changes should be more upfront. they made a 100% markup on me and i'm sure they feel great about it. i'd like to have known this $55 oil change would be $100 sooner than once they're ""half way done doing it"""
328,negative,"beware. brought my altima in for service as it was closing in on 200k miles. needed an oil change for a long trip. a random employee pointed to my car, shaking his finger with a smile, as i was checking out and stated i would need a new car soon. he knew something. 2 weeks later the transmission went. scott clarks name is now dead to me and i will never purchase another nissan, or even another japanese car again. i know most cars are built to be obsolete in 10 years but when they actually go longer it seems they are intentionally killed at the dealer."
329,negative,"this place will rip you off ,do not go there.paid 1980.00 only to find out that they had taped over the check engine light. my car didn't pass smog so i took it to the mechanic the smog place suggested and when they removed the console plate to check the computer there was black tape over the check engine light so as to make it look like it was not on when i picked up my car. the mechanics there purposely did this and i have the pics to prove it.i took it there because the problem was the check engine light and the car was running sluggish. i was told by the mechanics at the other shop that a lot of mechanics do this to rip you off and make you think the problem is solved.will never visit another ted wiens ever and will continue to tell every one i know about this awful place here in las vegas on rainbow blvd.beware vegas.."
330,negative,"i would rate them a negative star if i could. they ripped me off and fixed something on my car that wasn't even broken. they charged me over $500 to fix something that didn't need to be fixed. then when my probably wasn't fixed i went back to them, they found another issue and tried to charge me full price to fix the thing that was actually broken on my car! i had to fight them for a silly 20% discount! that's it...only 20%. then after they fixed my car another issue started and i had to go back and have my car repaired again! another inconvenience!! at least this time they determined it was a faulty part and under warranty and didn't charge me. this is a good thing, because i wouldn't have given them another dime. do not go here!!"
331,negative,"went in for transmission flush, and apparently my coolant had been completely drained as well. left this facility without any knowledge drove up north and jeep was overheating. 

called in today to speak to manager and make him aware of the situation. he became very irate (yelling) and implied that it must have been my fault (great customer service by the way), luckily for me i just had all fluids topped off at chrysler/jeep superstition not even an hour prior to taking it to fletchers and have full report from them. only went for 30% off ad, which i ended up paying for anyways at jeep for coolant afterwards."
332,negative,"worst customer service. unless you are in the market to but a vehicle, no one returns calls or offers any customer service. several calls and emails sent to schedule an end of lease inspection on my 2016 hyundai equus.  spoken to sales manager, who refers me to the service advisor, whi then transfers me back to the sales manager. grrrrr. 
this vehicle has been a lemon since i obtained it. they have replaced the battery, air conditioner actuator and the transmission module. i had to contact the manufacturer to get them to honor their warranty and replace the unsafe transmission.  the car has 28,950 miles on it. looks like new. not a scratch or a ding. 
poor customer service is why i went back to lexus in november and purchased a luxury edition and am so happy that i did!"
333,negative,"this particular big o, is run by a number of scammers.  i took my car to get a transmission flush done.  they left my transmission overfilled by a quart.  i had to take it back and it was still overfilled when i left.  i bought a card from a solicitor from this company which included a number of free services.  i asked the seller if i would be able to provide my own oil (syn) and filter and all they would need to do is the labor.  the seller said that would be fine.  so i bought the card and a week later i go to store to get service done.  

as soon as i mentioned that i had that 'discount' card, the guy behind the counter is like ""well let's go outside and take a look at the car"".  we go outside and he says that one of my tires needs to be changed.  he says that he doesn't even feel safe driving it into the shop (the tire had some cracks, but the tread was perfectly fine, no balding or uneven wear.  it was fine).  so i agree and we go inside and he gives me a quote.  he tells me that they only have on tire in stock and it's $128.  it's a dodge stratus with standard tires and stock rims.  i ask him why it's so expensive and he says that it's because the speed rating is an s and that all the tires need to keep the same speed rating.  i did not realize it at the time but i bought two other tires for the car from this same big o and they were $87.  so i decide that i'm going to take the car somewhere else to get the tire.  

i took it to discount tire and got a tire for $88. took it back to the big o tire to get the service i had originally taken it in for (oil change and tire balance).  the same guy tells me that it's the company's policy that they must use their own oil and filter.  so i told them that's fine and i ask them to do the tire balance.  he tells me that even though i have a card for one free tire balance that they are still going to charge me $3 per weight used because they need to use aluminum weights since my rims are aluminum alloy.  the rims had lead weights on them already.  i've never even heard of aluminum weights being used to balance a tire.  so i figured at that point that the person was lying to me and just wanted to take my money and probably wouldn't have even done the service anyways.  

i immediately took my dodge to the big o on rock springs.  huge difference in service.  i was greeted immediately when i arrived.  i told him that i wanted to do tire balance and that i had a card for a free tire balance.  they took the coupon, offered a few other services which i turned down and they proceeded to do the tire balance....  for free.  

i called corporate to notify them of the disparity of the two stores.  i don't think they cared much.  they asked what i wanted them to do and all i asked for was a refund for the card i bought, to which the agreed.  frankly i don't trust any repair shop too much, but this repair shop i believe is short changing it's customers if not steeling.  i don't blame big o as a corporation, but this one at centennial is one to avoid."
334,negative,"my entire experience with getting my vehicle serviced here led to me being treated like garbage and being told my only option was to spend $9,000.00 to get a new engine in my 2014 chevrolet equinox. don was my service representative and he is perfect at scamming you for all of your money. 

i had to get my car towed to this service center and after even calling an hour before my appointment to check my vehicle in, my car was forgotten about. the receptionist said over the phone that don, my service representative would call me back to update me on what was wrong with my car. after three hours, i called back only to find out my appointment had been canceled and he couldn't get to it until the next day. when i finally received the call the next day, the only information don would give me was that my engine was dead and i should consider buying a new car. no other details on what he found wrong with my engine. 

after discussing the cost, he only ever offered me what now i have found out to be the most expensive new engine. there was absolutely never a discussion on the options i would have as far as finding another used engine or something a little cheaper. i had to fix this for $9,000.00 or find a new vehicle. 

when i went to go pick up my vehicle after going through with the repair, i was met with a "" not to be sexist or anything, but do you know how to even check your engine oil?"" and when i stared at him he added "" i mean , do you have a boyfriend who can do it? "" i have never been met with such abrasive behavior about not knowing how to do something. i was hoping to be taught something i never learned how to do, so i could take better care of my car. though being treated like a dumbass when going to pick my car up after paying that much money to get it fixed really rubbed me the wrong way. when he went to show me how to do it finally, there was still a rag sitting on top of my brand new engine from it being fixed. it otherwise would have gone unnoticed and caused problems in the future. 

24 hours later, my check engine light came back on. when i took it back the next morning, don did a free engine diagnostic but told me that he didn't see anything. so, he turned the light off for me and told me to call him back if it ever turned back on. another 24 hours later it turned back on. 

this entire situation already started making me feel like i had been scammed. i was met with complete hostility and abrasiveness. so i took my car to another chevrolet dealership to get it looked at. within a minute of them doing another engine diagnostic, i had found out my cat converter had failed. when was don going to tell me about this or let me just continue driving around until i was ready to shovel more money at him for my car being even more damaged?

when inspecting the work, they also found that my entire engine had been put back in too tightly, which allowed for both o2 censors to be stripped. don was convinced that my engine failed because i let it run without engine oil, even though i had just gotten an oil change recently before this problem. the final dealership i went to inspected my cars history and was convinced that my original engines problems could have been a long term effect instead of what don's reasoning was.

 either way, i will never know what really happened to my original engine. this was a costly mistake that taught me a hard lesson. don should not be trusted with big repairs or with servicing your vehicle in general, due to his inability to communicate properly to customers what the problem is and his inability to use basic customer service skills.  this service center scams you out of money and pushes you into a corner making you think you have no other option. while i could have walked away without getting my car fixed, i was hoping that by going to a chevrolet dealership over another mechanic meant i would be finding the best  option to getting my equinox fixed."
335,negative,used to be my go to place for all my car services.  over the last year things have gone down hill.  customer service is poor now even down to bad attitudes on the phone when trying to make appointment.   my last straw was a recent quote for transmission service that was a full $1000 more then 2 other quotes.   sad that this place went down hill they used to be amazing.
336,negative,"i brought my car in because the check engine light came on stating it was a small vapor leak in the fuel system. they quoted me $60 to find out what was wrong with it. brought it in, and they couldn't find the problem because they needed to a more extensive smoke test to find where the leak was which costs $200. however they said they would deduct the first $60 from the cost and credit the total diagnostic expenses toward the repair. i brought it back for the smoke test and they stated a gasket at the fuel sending unit needed to be replaced which was a $25 part. total cost was around $240 with taxes. as soon as i drove home, the check engine light came on again for the same problem. brought it back for the 3rd time, and they stated there was a clamp the mechanic didn't tighten properly which caused it. great. soon as i drove home again the light came on again. i went back again for the 4th time and they redid the smoke test. they discover the fuel sending unit itself was leaking and was hoping it was just the gasket. they quoted $270 for the part and 4 hours of labor to change it out. they stated they would only charge me 3 hours because of the prior diagnosis. unfortunately, i had already paid for 2 hours of labor not 1 hour, but they wouldn't give me the credit as promised initially. in addition, i found out on the mercedes forums that the problem is very common, but it only takes 2 hours to do the job. i confronted them with this and charles denied it stating it would be a minimum 3 hour job. i went to schumacher mercedes dealership and bought the original part for $230 from their parts department and changed the fuel sending unit myself. i followed the instructions posted on the forums by other members and finished the job in an hour and a half easily. in addition, i also inquired about a burning rubber smell coming from the engine. they said it was the expansion plugs at the back of the engine that were leaking oil onto the exhaust - easy fix 1 hour job $200. i found out that the plugs were just plastic caps that costed $25 from the dealer and took 10 minutes to change out - simply pry off with a screwdriver and pop back in. this is what happened when i went there. wouldn't recommend going there even if their labor rate is $98 or whatever compared to the dealership's $139 - seem to be quoting more hours to do work and not crediting what they're supposed to on diagnosis time or taking credit for screw ups."
337,negative,"this place is awful! took my cadillac there on recommendation of aaa auto repair on az ave.they said that these guys would take care of my car. well they sure did! it sat there for 3 weeks supposedly waiting for 2 parts. once the parts were in, i had to wait for some guy to get there to reset the computers. the car has never run right. this was 2 months ago. the other evening at 10:30pm my son texts me that the car broke down on a freeway in las vegas. we have aaa tow the truck and find out the next day that the axle fell off! that cost me $385!! i know that they had to take the axle off to repair the transmission which is a piece of crap! i find out today for another auto repair that i could have gotten a new transmission for $3500!!!!n these guys are a rip off and i am filing a complaint with aaa for recommending this company as one that they ""always use""!  sounds like a kick back situation to me!!"
338,negative,"my experience was terrible!  dropped the car off finally on a saturday afternoon (needed to wait 3 days for a loaner).  i was having issues with my transmission and i am fast approaching 60k miles.  monday morning comes around and i am told the ""slipping and abrupt gear shifting is normal"".  this is per v.w. of america...... really?!  so ok, i pick up my van and plan to write a letter to v.w. to see if this is truly something they expect customers' to accept.  but wait!  it get's even better.  my van battery was completely drained while in for service.  it was jumped for me to drive home and discover the next morning (late for work and pissed as hell). i left a vm for jeff porter but he didn't even have the courtesy to call me himself.  he had an employee call and schedule someone to come to my home and switch the battery out for a new one.  not good customer service!  i am very disappointed.  never had an experience like this before and will not tolerate it.  thanks for making a bad situation worse."
339,negative,the truth is they deserve a zero star rating ! i spent 3400 hundred dollars at this store and was told i would be receiving all oem or name brand aftermarket parts . they charged me 800 bucks for a flowmaster exhaust kit  and as it turns out it's not even an authentic flowmaster muffler at all the parts used are all generic look alike parts . these people are scam artists apparently they don't expect anyone to put there car up on a hoist to check out there work after they complete it. i paid for a whole new exhaust system by flowmaster and all they did was cut out my mufflers and fill in the empty space of pipe with electrical emt pipe and welded it back together so it sounds loud .
340,negative,"i took my truck here because check engine light was on and it was sputtering at idle. i was told it was 54 lbs  of air in valve 7 so i would need a new engine. for $4100. whatever they charged me for their diagnosis was so worth the second opinion which turned out to be spark plugs and a bit of a tune up for a whopping $350. needless to say there will not be a return trip. i know this industry has a bad reputation and it is places like this that reinforce it. hopefully you are reading this before they get ya. good luck. 
side note:
i notice some type of response is done by whom ever but please save the keystrokes as there is nothing that you could say that justifies your blatant fraud. i will not be calling or visiting your service center nor do i care about whatever excuse you are trying to come up with to cover the obvious fraudulent practices done here. personally i hope karma balances your ""buisness"" practices."
341,negative,"ongoing nightmare - windshield cracked... insurance company uses safelite and based on my address i am to schedule with penn hills location. first appointment- replaced and next day whistling, second appointment - next day whistling, third appointment canceled one and half hours after scheduled, fourth appointment - replaced and whistling, fifth appointment i was asked to come to the shop. windshield replaced, did not whistle, but they damaged my car with a gouge out of the upper driver side. because touch up would not correct this i was advised to take to the dealer. very long story abbreviated the auto body owner came to give an estimate and found windshield was chipped and paint under the glass was scratched all the way around.. looking at $1200 to repaing. long negotiating resolving nothing. now 6 weeks later and i continue to wait to have an appointment to have my vehicle repaired. 
(p.s. during this time i was called by a quality control supervisor who actually admitted this was not faulty glass but technician error. never heard from him again)"
342,negative,"if i could give less than one star i would. my vehicle was towed here by my mother to get an estimate for repairs. one day later she receives a text telling her that her transmission is junked that she has a $585 bill. i'm the titled owner and never authorized anything. the only authorization provided is an illegible document signed with my mothers date of birth. my mother has never met the owner or been to his establishment so she has not signed any documents authorizing repairs. we called the police in hopes of a resolution and while the police were there he continued to text my mother condescending messages about how he was getting over on her. never come to this business. seriously never. my worst nightmare ever over a simple free, promised estimate.  please see this illegible proof of authorization and note he lack of signature obtained. i also have a video of him requesting to speak to the owner of the vehicle before bringing it in, which was not the case with me for whatever reason."
343,negative,"i would give this place zero stars if it was an option. took my vehicle here for transmission problems. now the owner talks a ""good talk"" but he is a piece of  work. had my transmission rebuilt over $3,000. it does not work properlyand never has since the rebuild. i  took back in with several complaints on the performance,  he said i drove it myself, its fine. it is not fine. i later took my car to get ac fixed somewhere else and he noticed how shitty my transmission repair was and how it wasnt even working. 
this place is so unprofessional, racist and rude. while i was in waiting room i can hear the owner screaming f$&k at the top of his lungs repeatedly.  he was talking so much smack about his ex wife and daughter it was awkward and uncomfortable.  he yells racist remarks about other customers and thats just the tip of the iceberg.  
this place completely ripped me off, biggest mistake ever coming here."
344,negative,"unethical company! charged my insurance company for ""fixing"" my windshield chip. u could still see the indent. dealt with multiple ""managers"" saying they couldn't help me. my windshield cracked and they will only give me a refund not actually fix my windshield. should have gone to a real company. not someone who just hires illegals. never will use again!"
345,negative,"went to rebuild my car accura with exchange engine and exchange transmission including left and right achsel, in  the beginning the owner was extremely helpful, till i realized that the helper mechanic had no clue and i found out that the left achsel which goes into the transmission - the seal has been built in improperly. - owner wanted to blame parts which for that i did not purchased - and seal is leaking a lot. after going back only answer was: nothing lasts forever. yes but after 9 month??   would not recommend to go there since owner has cheap helper which has no clue and is learning by doing! sorry! that is the truth.stay away!  also paid over the counter without receipt !!!!!!! ."
